id,priority_date,cite_number
CN-112435038-A,13/10/2020,
CN-109462570-B,03/09/2018,
CN-112137591-A,12/10/2020,
CN-112149077-A,12/10/2020,
CN-112137591-B,12/10/2020,
CN-112149077-B,12/10/2020,
CN-113728348-A,15/04/2019,
CN-112235278-A,10/10/2020,
CN-112235278-B,10/10/2020,
CN-112418854-A,09/10/2020,
CN-109078323-B,27/08/2018,
CN-113162848-A,22/01/2020,
CN-113162848-B,22/01/2020,
CN-115641139-A,12/07/2022,
CN-107465728-B,24/07/2017,
CN-107465728-A,24/07/2017,
CN-111274276-A,14/01/2020,
CN-112130772-A,29/09/2020,
CN-112202555-B,29/09/2020,
CN-111259075-A,13/01/2020,
CN-110826026-B,13/01/2020,
CN-110826026-A,13/01/2020,
CN-110830428-A,13/08/2018,
CN-112149390-A,28/09/2020,
CN-115204873-A,07/07/2022,
CN-111242470-B,09/01/2020,
CN-115640595-A,19/07/2021,
CN-112200578-A,23/09/2020,
CN-113282454-A,23/09/2020,
CN-115686497-A,11/11/2022,
CN-112131871-B,22/09/2020,
CN-111861481-A,22/09/2020,
CN-112100219-A,22/09/2020,
CN-112131235-A,21/09/2020,
CN-111815731-A,15/07/2020,
CN-112529636-A,18/12/2020,
CN-111163485-A,17/12/2019,
CN-111324449-A,13/12/2019,
CN-110941860-A,10/12/2019,
CN-114500651-B,27/01/2022,
CN-110892675-B,20/07/2017,
CN-111145022-A,09/12/2019,
CN-111026583-A,06/12/2019,
CN-113302643-A,10/10/2018,
CN-111126086-A,23/12/2019,
CN-111144133-A,23/12/2019,
CN-110995446-A,05/12/2019,
CN-108898419-B,31/05/2018,
CN-111008218-A,04/12/2019,
CN-113383332-A,23/12/2019,
CN-110995443-A,02/12/2019,
CN-111078723-A,29/11/2019,
CN-114401224-B,19/01/2022,
CN-110675259-A,24/09/2019,
CN-111047327-A,22/11/2019,
CN-113169978-A,21/12/2018,
CN-110910010-A,20/11/2019,
CN-111222173-A,27/12/2019,
CN-114282227-B,12/01/2022,
CN-108712250-B,24/05/2018,
CN-114499876-B,10/01/2022,
CN-110782265-A,12/11/2019,
CN-110796391-A,12/11/2019,
CN-110851813-A,11/11/2019,
CN-110866273-A,09/11/2019,
CN-110784324-A,08/11/2019,
CN-110782255-A,06/11/2019,
CN-110675146-A,30/08/2019,
CN-113435885-A,30/08/2019,
CN-110543748-A,30/08/2019,
CN-111161072-A,30/12/2019,
CN-110912702-A,25/10/2019,
CN-111091380-A,25/10/2019,
CN-110750762-A,21/10/2019,
CN-111107431-A,31/12/2019,
CN-110730450-A,18/10/2019,
CN-109327349-B,15/08/2018,
CN-110704196-A,15/10/2019,
CN-113919846-B,15/12/2021,
CN-109120437-B,01/08/2018,
CN-113900598-B,10/12/2021,
CN-110706108-A,30/09/2019,
CN-114157550-B,06/12/2021,
CN-110601857-A,25/09/2019,
CN-109218082-B,24/08/2018,
CN-110633326-A,24/09/2019,
CN-114139203-B,03/12/2021,
CN-114173301-B,02/12/2021,
CN-114172856-B,30/11/2021,
CN-113850632-B,29/11/2021,
CN-110706102-A,03/09/2019,
CN-110689344-A,30/08/2019,
CN-110728605-A,23/08/2019,
CN-114244493-B,05/11/2021,
CN-111833049-A,23/04/2019,
CN-109254999-B,18/09/2018,
CN-113965497-B,20/10/2021,
CN-114666272-B,11/03/2022,
CN-114154969-B,15/10/2021,
CN-113626850-B,13/10/2021,
CN-110933015-B,19/09/2018,
CN-111221904-A,23/12/2019,
CN-114079632-B,09/10/2021,
CN-113992325-B,09/10/2021,
CN-114091091-B,29/09/2021,
CN-113965326-B,26/09/2021,
CN-113553627-B,23/09/2021,
CN-111833183-A,25/12/2019,
CN-113570465-B,18/09/2021,
CN-113810421-B,18/09/2021,
CN-113542438-B,16/09/2021,
CN-113542435-B,15/09/2021,
CN-109492847-B,13/09/2017,
CN-109377366-B,23/10/2018,
CN-114389902-B,24/03/2022,
CN-113779116-B,10/09/2021,
CN-109829076-B,22/08/2017,
CN-115098893-A,30/06/2022,
CN-113722437-B,31/08/2021,
CN-113704474-B,30/08/2021,
CN-111931245-A,13/05/2019,
CN-113658165-B,25/08/2021,
CN-115277002-A,24/06/2022,
CN-115048920-A,24/06/2022,
CN-115426125-A,28/01/2022,
CN-115018588-A,24/06/2022,
CN-114996675-A,23/06/2022,
CN-113762961-B,17/08/2021,
CN-113656690-B,16/08/2021,
CN-113610934-B,10/08/2021,
CN-115237398-A,17/06/2022,
CN-113966602-A,19/04/2019,
CN-115099814-A,13/06/2022,
CN-114362987-B,02/08/2021,
CN-112020727-A,20/04/2018,
CN-114971911-A,08/06/2022,
CN-113704781-B,23/07/2021,
CN-113268994-B,16/07/2021,
CN-113468571-B,15/07/2021,
CN-113239910-B,12/07/2021,
CN-113254163-B,06/07/2021,
CN-113435938-B,06/07/2021,
CN-113259489-B,29/06/2021,
CN-113434217-B,30/06/2021,
CN-113361248-B,30/06/2021,
CN-113434506-B,29/06/2021,
CN-115033218-A,25/05/2022,
CN-113452521-B,28/06/2021,
CN-113435746-B,28/06/2021,
CN-113435308-B,24/06/2021,
CN-113419856-B,23/06/2021,
CN-113420542-B,23/06/2021,
CN-113342835-B,22/06/2021,
CN-113408278-B,22/06/2021,
CN-113254671-B,22/06/2021,
CN-113342977-B,22/06/2021,
CN-113408205-B,22/06/2021,
CN-113421160-B,21/06/2021,
CN-114897527-A,20/05/2022,
CN-113254593-B,18/06/2021,
CN-113411189-B,16/06/2021,
CN-114640473-A,18/05/2022,
CN-113110920-B,11/06/2021,
CN-108667600-B,30/03/2017,
CN-113411383-B,11/06/2021,
CN-113259118-B,02/06/2021,
CN-113259453-B,02/06/2021,
CN-113259456-B,02/06/2021,
CN-113067838-B,02/06/2021,
CN-113259454-B,02/06/2021,
CN-113268239-B,04/06/2021,
CN-113364763-B,02/06/2021,
CN-113282709-B,01/06/2021,
CN-114820132-A,10/05/2022,
CN-114913371-A,10/05/2022,
CN-113347100-B,31/05/2021,
CN-114785609-A,09/05/2022,
CN-113204598-B,28/05/2021,
CN-113254446-B,26/05/2021,
CN-113220946-B,25/05/2021,
CN-113312427-B,24/05/2021,
CN-115086352-A,06/05/2022,
CN-113032817-B,21/05/2021,
CN-112991068-B,20/05/2021,
CN-113220327-B,11/05/2021,
CN-114884674-A,29/04/2022,
CN-112988911-B,07/05/2021,
CN-114938466-A,28/04/2022,
CN-112988910-B,07/05/2021,
CN-114822741-A,26/04/2022,
CN-112988818-B,30/04/2021,
CN-112884588-B,30/04/2021,
CN-112884585-B,28/04/2021,
CN-113110961-B,30/04/2021,
CN-113179325-B,30/04/2021,
CN-113221163-B,29/04/2021,
CN-113206738-B,29/04/2021,
CN-112990925-B,21/04/2021,
CN-114785803-A,20/04/2022,
CN-112835912-B,20/04/2021,
CN-113141404-B,22/04/2021,
CN-112995356-B,19/04/2021,
CN-114881757-A,18/04/2022,
CN-113268382-B,19/04/2021,
CN-113179166-B,13/04/2021,
CN-113077344-B,15/04/2021,
CN-112925898-B,13/04/2021,
CN-113205378-B,13/04/2021,
CN-214413286-U,07/04/2021,
CN-111179071-A,09/11/2018,
CN-114741259-A,08/04/2022,
CN-112734410-B,30/03/2021,
CN-112737793-B,30/03/2021,
CN-112732801-B,30/03/2021,
CN-109947844-B,15/11/2018,
CN-109756556-A,12/11/2018,
CN-114492148-A,06/04/2022,
CN-114726529-A,06/04/2022,
CN-109460982-A,09/11/2018,
CN-113032758-B,26/03/2021,
CN-112907375-B,25/03/2021,
CN-112990583-B,19/03/2021,
CN-112989046-B,18/03/2021,
CN-112765958-B,17/03/2021,
CN-114760114-A,29/03/2022,
CN-113220777-B,12/03/2021,
CN-114389902-A,24/03/2022,
CN-112965731-B,26/02/2021,
CN-112992187-B,26/02/2021,
CN-112561407-B,20/02/2021,
CN-112559895-B,19/02/2021,
CN-112560072-B,18/02/2021,
CN-114611477-A,15/03/2022,
CN-114612241-A,14/03/2022,
CN-110933015-A,19/09/2018,
CN-112990811-B,05/02/2021,
CN-112801318-B,01/02/2021,
CN-112801662-B,02/02/2021,
CN-112465516-B,02/02/2021,
CN-112949985-B,01/02/2021,
CN-112507369-B,29/01/2021,
CN-114416489-A,24/01/2022,
CN-112788145-B,21/01/2021,
CN-114377402-A,23/01/2022,
CN-110874492-A,29/08/2018,
CN-112862703-B,21/01/2021,
CN-114398194-A,21/01/2022,
CN-112328677-B,05/01/2021,
CN-114356379-A,12/01/2022,
CN-112738090-B,29/12/2020,
CN-112287403-B,25/12/2020,
CN-112581291-B,28/12/2020,
CN-112738215-B,28/12/2020,
CN-112598411-B,25/12/2020,
CN-112396422-B,21/12/2020,
CN-112261156-B,21/12/2020,
CN-112256593-B,18/12/2020,
CN-114386146-A,05/01/2022,
CN-114491047-A,16/02/2022,
CN-114463685-A,15/02/2022,
CN-114490667-A,15/02/2022,
CN-112529743-B,18/12/2020,
CN-112615846-B,14/12/2020,
CN-112231414-B,14/12/2020,
CN-112528335-B,17/12/2020,
CN-112488419-B,15/12/2020,
CN-112528701-B,15/12/2020,
CN-112614586-B,15/12/2020,
CN-112600919-B,10/12/2020,
CN-112559489-B,11/12/2020,
CN-114444125-A,11/02/2022,
CN-114357482-A,30/12/2021,
CN-112491914-B,04/12/2020,
CN-110704688-A,09/07/2018,
CN-114331105-A,27/12/2021,
CN-114329550-A,27/12/2021,
CN-112564960-B,01/12/2020,
CN-112330257-B,27/11/2020,
CN-112373523-B,26/11/2020,
CN-114496126-A,29/01/2022,
CN-110610361-A,14/06/2018,
CN-114239060-A,14/12/2021,
CN-112383819-B,06/11/2020,
CN-112256305-B,04/11/2020,
CN-112350868-B,06/11/2020,
CN-112330340-B,06/11/2020,
CN-110892675-A,20/07/2017,
CN-112329443-B,03/11/2020,
CN-112329596-B,02/11/2020,
CN-112017050-B,27/10/2020,
CN-114531277-A,21/01/2022,
CN-114443766-A,20/01/2022,
CN-114417998-A,19/01/2022,
CN-114401224-A,19/01/2022,
CN-112256886-B,23/10/2020,
CN-115299010-A,08/03/2021,
CN-114399303-A,17/01/2022,
CN-114358768-A,03/12/2021,
CN-112181599-B,16/10/2020,
CN-112136133-A,18/05/2018,
CN-112233194-B,15/10/2020,
CN-114116400-A,30/11/2021,
CN-111931746-B,09/10/2020,
CN-114141358-A,29/11/2021,
CN-114331586-A,29/11/2021,
CN-114091041-A,13/01/2022,
CN-114553429-A,12/01/2022,
CN-114581229-A,12/01/2022,
CN-114387061-A,12/01/2022,
CN-114282227-A,12/01/2022,
CN-112150151-B,09/10/2020,
CN-114090511-A,26/11/2021,
CN-111985584-B,30/09/2020,
CN-111933281-B,30/09/2020,
CN-114064809-A,07/01/2022,
CN-111899844-B,28/09/2020,
CN-112422500-B,25/09/2020,
CN-111932563-B,23/09/2020,
CN-113489669-B,23/09/2020,
CN-112383407-B,22/09/2020,
CN-107637175-B,02/04/2015,
CN-112087305-B,18/09/2020,
CN-112184190-B,21/09/2020,
CN-114116710-A,17/11/2021,
CN-111814175-B,15/09/2020,
CN-111931772-B,18/09/2020,
CN-111930897-B,14/09/2020,
CN-114268447-B,16/09/2020,
CN-112217635-B,16/09/2020,
CN-114285755-A,31/12/2021,
CN-112217797-B,09/09/2020,
CN-114500592-A,28/12/2021,
CN-112100178-B,08/09/2020,
CN-112069031-B,03/09/2020,
CN-111984422-B,03/09/2020,
CN-114285635-A,23/12/2021,
CN-114205072-B,27/08/2020,
CN-114037449-A,02/11/2021,
CN-114641788-B,07/11/2019,
CN-114244611-A,17/12/2021,
CN-114443756-A,16/12/2021,
CN-112019603-B,10/08/2020,
CN-113901770-A,29/10/2021,
CN-113918305-A,29/10/2021,
CN-114124922-B,13/08/2020,
CN-113919846-A,15/12/2021,
CN-114219596-A,14/12/2021,
CN-114219023-A,14/12/2021,
CN-114187489-A,14/12/2021,
CN-113900598-A,10/12/2021,
CN-111599449-B,27/07/2020,
CN-113888016-A,21/10/2021,
CN-114119015-A,21/10/2021,
CN-114285551-A,08/12/2021,
CN-111899765-B,27/07/2020,
CN-111883112-B,27/07/2020,
CN-111797245-B,27/07/2020,
CN-111736922-B,23/07/2020,
CN-113946492-A,19/10/2021,
CN-113920269-A,19/10/2021,
CN-114780327-A,06/12/2021,
CN-114157550-A,06/12/2021,
CN-111737356-B,17/07/2020,
CN-111563268-B,15/07/2020,
CN-114139203-A,03/12/2021,
CN-113869902-A,03/12/2021,
CN-111668839-B,16/07/2020,
CN-114173301-A,02/12/2021,
CN-113934374-A,28/09/2021,
CN-108416588-A,14/02/2018,
CN-114168218-A,30/11/2021,
CN-113902302-A,12/10/2021,
CN-111917729-B,09/07/2020,
CN-113918296-A,11/10/2021,
CN-113850632-A,29/11/2021,
CN-114121247-A,29/11/2021,
CN-111539700-B,08/07/2020,
CN-111784319-B,02/07/2020,
CN-111866088-B,29/06/2020,
CN-111796937-B,29/06/2020,
CN-111754123-B,28/06/2020,
CN-111738182-B,28/06/2020,
CN-111695544-B,23/06/2020,
CN-111753496-B,22/06/2020,
CN-111737350-B,19/06/2020,
CN-111723152-B,18/06/2020,
CN-114117523-A,19/11/2021,
CN-113869218-A,29/09/2021,
CN-113837631-A,29/09/2021,
CN-113901519-A,18/11/2021,
CN-111428451-B,09/06/2020,
CN-113870830-A,27/09/2021,
CN-111783133-B,02/06/2020,
CN-113609230-A,16/09/2021,
CN-113723359-A,16/09/2021,
CN-111641695-B,19/05/2020,
CN-111709049-B,18/05/2020,
CN-105292977-B,21/10/2015,
CN-111582832-B,12/05/2020,
CN-113989045-A,02/11/2021,
CN-116194939-A,04/11/2020,
CN-114021637-A,01/11/2021,
CN-111581224-B,09/05/2020,
CN-111523897-B,06/05/2020,
CN-113902568-A,30/10/2021,
CN-113743802-A,08/09/2021,
CN-114020886-A,29/10/2021,
CN-113918704-A,28/10/2021,
CN-111582865-B,29/04/2020,
CN-111698645-B,29/04/2020,
CN-111524524-B,28/04/2020,
CN-111669466-B,27/04/2020,
CN-111599423-B,24/04/2020,
CN-113707254-A,30/08/2021,
CN-111507799-B,16/04/2020,
CN-111581626-B,16/04/2020,
CN-111526045-B,25/03/2020,
CN-111510450-B,13/04/2020,
CN-113965497-A,20/10/2021,
CN-111510347-B,08/04/2020,
CN-113936274-A,19/10/2021,
CN-113656507-A,26/08/2021,
CN-113656508-A,26/08/2021,
CN-111506926-B,30/03/2020,
CN-114154969-A,15/10/2021,
CN-115983850-A,15/10/2021,
CN-113918245-A,14/10/2021,
CN-113626850-A,13/10/2021,
CN-211786723-U,23/03/2020,
CN-111459998-B,27/03/2020,
CN-114169978-A,11/10/2021,
CN-113628052-A,18/08/2021,
CN-111461687-B,23/03/2020,
CN-111400403-B,14/03/2020,
CN-111415154-B,17/03/2020,
CN-111402104-B,12/03/2020,
CN-113379415-B,10/03/2020,
CN-113837294-A,27/09/2021,
CN-113965326-A,26/09/2021,
CN-113553627-A,23/09/2021,
CN-113807968-A,22/09/2021,
CN-113869385-A,18/09/2021,
CN-113810421-A,18/09/2021,
CN-113570465-A,18/09/2021,
CN-113470672-A,23/07/2021,
CN-113555003-A,23/07/2021,
CN-113627692-A,17/09/2021,
CN-113487469-A,22/07/2021,
CN-113542438-A,16/09/2021,
CN-113792671-A,16/09/2021,
CN-113542435-A,15/09/2021,
CN-116097258-A,14/09/2020,
CN-111277410-B,19/01/2020,
CN-113779198-A,10/09/2021,
CN-113779116-A,10/09/2021,
CN-111724227-B,10/01/2020,
CN-111198922-B,02/01/2020,
CN-111222989-B,31/12/2019,
CN-113469816-A,03/09/2021,
CN-113743783-A,03/09/2021,
CN-114327759-A,06/07/2021,
CN-111127028-B,24/12/2019,
CN-113704430-A,31/08/2021,
CN-113722438-A,31/08/2021,
CN-113706258-A,31/08/2021,
CN-113723077-A,31/08/2021,
CN-113705686-A,30/08/2021,
CN-113705469-A,30/08/2021,
CN-113793140-A,30/08/2021,
CN-113485685-A,30/06/2021,
CN-113470664-A,30/06/2021,
CN-113643124-A,27/08/2021,
CN-111159287-B,13/12/2019,
CN-114372879-A,29/06/2021,
CN-113486646-A,28/06/2021,
CN-113657321-A,23/08/2021,
CN-113448751-A,24/06/2021,
CN-113360389-A,23/06/2021,
CN-113419817-A,22/06/2021,
CN-110910249-B,22/11/2019,
CN-115712914-A,19/08/2021,
CN-115989659-A,21/08/2020,
CN-113779355-A,18/08/2021,
CN-113627131-A,18/08/2021,
CN-111131387-B,22/11/2019,
CN-114424233-A,17/06/2020,
CN-113626438-A,12/08/2021,
CN-110825776-B,07/11/2019,
CN-113610649-A,10/08/2021,
CN-110647715-B,01/11/2019,
CN-110839067-B,31/10/2019,
CN-114362987-A,02/08/2021,
CN-113922971-A,02/06/2021,
CN-113923228-A,02/06/2021,
CN-113240192-A,01/06/2021,
CN-113204962-A,31/05/2021,
CN-113360568-A,31/05/2021,
CN-113569754-A,29/07/2021,
CN-113487103-A,26/07/2021,
CN-113157757-A,25/05/2021,
CN-113220854-A,24/05/2021,
CN-110784517-B,20/09/2019,
CN-110602133-B,20/09/2019,
CN-113704781-A,23/07/2021,
CN-110633965-B,20/09/2019,
CN-113570365-A,20/07/2021,
CN-110570310-B,17/09/2019,
CN-104652889-B,03/02/2015,
CN-113268994-A,16/07/2021,
CN-110659904-B,06/09/2019,
CN-110727498-B,03/09/2019,
CN-113450224-A,13/07/2021,
CN-113220453-A,11/05/2021,
CN-113239910-A,12/07/2021,
CN-112448923-B,30/08/2019,
CN-110457956-B,16/08/2019,
CN-113254163-A,06/07/2021,
CN-113421094-A,28/04/2021,
CN-110427767-B,08/08/2019,
CN-113190287-A,30/04/2021,
CN-113220481-A,30/04/2021,
CN-113760999-A,30/04/2021,
CN-113064730-A,30/04/2021,
CN-113434904-A,02/07/2021,
CN-113192492-A,28/04/2021,
CN-113205814-A,28/04/2021,
CN-113658005-A,28/04/2021,
CN-113434575-A,30/06/2021,
CN-113177407-A,30/06/2021,
CN-113362400-A,30/06/2021,
CN-113361248-A,30/06/2021,
CN-113419772-A,30/06/2021,
CN-113449797-A,30/06/2021,
CN-113449725-A,30/06/2021,
CN-113434506-A,29/06/2021,
CN-113259489-A,29/06/2021,
CN-113469649-A,29/06/2021,
CN-113450147-A,29/06/2021,
CN-112990926-A,25/04/2021,
CN-113452521-A,28/06/2021,
CN-113435746-A,28/06/2021,
CN-110474776-B,19/07/2019,
CN-113283389-A,24/06/2021,
CN-113435738-A,24/06/2021,
CN-113435308-A,24/06/2021,
CN-113269179-A,24/06/2021,
CN-113420542-A,23/06/2021,
CN-112242979-B,18/07/2019,
CN-113254671-A,22/06/2021,
CN-113342977-A,22/06/2021,
CN-113408278-A,22/06/2021,
CN-113408205-A,22/06/2021,
CN-113254593-A,18/06/2021,
CN-113435907-A,18/06/2021,
CN-113064972-A,12/04/2021,
CN-116249982-A,30/07/2020,
CN-110288348-B,20/06/2019,
CN-113110920-A,11/06/2021,
CN-113411383-A,11/06/2021,
CN-113326197-A,11/06/2021,
CN-112115101-B,20/06/2019,
CN-113268239-A,04/06/2021,
CN-113364763-A,02/06/2021,
CN-113259456-A,02/06/2021,
CN-113259454-A,02/06/2021,
CN-113067838-A,02/06/2021,
CN-113259453-A,02/06/2021,
CN-113259118-A,02/06/2021,
CN-113282709-A,01/06/2021,
CN-113254491-A,01/06/2021,
CN-113347100-A,31/05/2021,
CN-113297618-A,28/05/2021,
CN-113254446-A,26/05/2021,
CN-113220946-A,25/05/2021,
CN-113487621-A,25/05/2021,
CN-113268665-A,24/05/2021,
CN-113032817-A,21/05/2021,
CN-112991068-A,20/05/2021,
CN-113822436-A,12/03/2021,
CN-113011422-A,12/05/2021,
CN-115699003-A,12/06/2020,
CN-113127915-A,12/05/2021,
CN-113220551-A,12/05/2021,
CN-113220327-A,11/05/2021,
CN-110069533-B,09/04/2019,
CN-109981670-B,02/04/2019,
CN-112965721-A,26/02/2021,
CN-112988910-A,07/05/2021,
CN-112988911-A,07/05/2021,
CN-112948734-A,25/02/2021,
CN-109993529-B,29/03/2019,
CN-113657877-A,20/02/2021,
CN-112988818-A,30/04/2021,
CN-113179325-A,30/04/2021,
CN-113190364-A,30/04/2021,
CN-112884588-A,30/04/2021,
CN-113110961-A,30/04/2021,
CN-113194292-A,30/04/2021,
CN-113206738-A,29/04/2021,
CN-112884585-A,28/04/2021,
CN-112951203-A,25/04/2021,
CN-106682980-A,18/01/2017,
CN-110060060-B,01/03/2019,
CN-113157739-A,23/04/2021,
CN-113141404-A,22/04/2021,
CN-115606150-A,15/05/2020,
CN-113139876-A,22/04/2021,
CN-113111159-A,21/04/2021,
CN-112990925-A,21/04/2021,
CN-112835912-A,20/04/2021,
CN-112995356-A,19/04/2021,
CN-113268382-A,19/04/2021,
CN-109840780-B,14/02/2019,
CN-112951446-A,16/04/2021,
CN-110009492-B,01/02/2019,
CN-110009323-B,01/02/2019,
CN-110033264-B,31/01/2019,
CN-113179166-A,13/04/2021,
CN-113051171-A,08/04/2021,
CN-114730333-A,29/04/2020,
CN-112734410-A,30/03/2021,
CN-112737793-A,30/03/2021,
CN-112732801-A,30/03/2021,
CN-109741182-B,29/12/2018,
CN-113032758-A,26/03/2021,
CN-112906377-A,25/03/2021,
CN-112907375-A,25/03/2021,
CN-113469852-A,24/03/2021,
CN-112632627-A,07/01/2021,
CN-115427980-A,06/04/2020,
CN-113067822-A,19/03/2021,
CN-112990494-A,18/03/2021,
CN-112598327-A,31/12/2020,
CN-112764897-A,31/12/2020,
CN-113011164-A,17/03/2021,
CN-112989043-A,17/03/2021,
CN-113067862-A,17/03/2021,
CN-112765958-A,17/03/2021,
CN-112685384-A,30/12/2020,
CN-112699142-A,29/12/2020,
CN-112667721-A,28/12/2020,
CN-112613913-A,28/12/2020,
CN-109829622-B,29/12/2018,
CN-112634092-A,26/12/2020,
CN-112988674-A,12/03/2021,
CN-112861102-A,12/03/2021,
CN-112685752-A,25/12/2020,
CN-113051622-A,11/03/2021,
CN-112581097-A,24/12/2020,
CN-112579958-A,23/12/2020,
CN-112580334-A,23/12/2020,
CN-112598466-A,23/12/2020,
CN-112527818-A,23/12/2020,
CN-112487487-A,23/12/2020,
CN-112560016-A,23/12/2020,
CN-109658104-B,20/12/2018,
CN-112685291-A,22/12/2020,
CN-112966048-A,09/03/2021,
CN-112632247-A,21/12/2020,
CN-112528246-A,19/12/2020,
CN-113961199-A,18/12/2020,
CN-111104413-A,26/10/2018,
CN-112633866-A,17/12/2020,
CN-112527293-A,16/12/2020,
CN-112597490-A,16/12/2020,
CN-109257441-B,31/10/2018,
CN-112966122-A,03/03/2021,
CN-113012712-A,03/03/2021,
CN-112541902-A,15/12/2020,
CN-113095821-A,01/03/2021,
CN-112579055-A,11/12/2020,
CN-112528633-A,10/12/2020,
CN-112965731-A,26/02/2021,
CN-112926964-A,26/02/2021,
CN-112927064-A,26/02/2021,
CN-112992187-A,26/02/2021,
CN-112882995-A,24/02/2021,
CN-112527642-A,07/12/2020,
CN-112581141-A,22/02/2021,
CN-109509095-B,14/11/2018,
CN-112561407-A,20/02/2021,
CN-112988962-A,19/02/2021,
CN-112559895-A,19/02/2021,
CN-112560072-A,18/02/2021,
CN-112365264-A,30/11/2020,
CN-112581522-A,30/11/2020,
CN-109284119-B,27/09/2018,
CN-109284634-B,30/10/2018,
CN-115428400-A,13/03/2020,
CN-112416714-A,23/11/2020,
CN-114916065-A,08/02/2021,
CN-112862477-A,07/02/2021,
CN-112529518-A,17/11/2020,
CN-112380820-A,17/11/2020,
CN-112990811-A,05/02/2021,
CN-112465516-A,02/02/2021,
CN-112801318-A,01/02/2021,
CN-112256532-A,10/11/2020,
CN-112162748-A,10/11/2020,
CN-112354190-A,10/11/2020,
CN-109272315-B,22/08/2018,
CN-109218029-B,27/09/2018,
CN-114821380-A,29/01/2021,
CN-112507369-A,29/01/2021,
CN-112862703-A,21/01/2021,
CN-112788145-A,21/01/2021,
CN-112307148-A,30/10/2020,
CN-112348534-A,30/10/2020,
CN-112231731-A,23/10/2020,
CN-112817742-A,12/01/2021,
CN-109002984-B,12/07/2018,
CN-109033426-B,10/08/2018,
CN-112328677-A,05/01/2021,
CN-114780951-A,05/01/2021,
CN-112651741-A,04/01/2021,
CN-112199954-A,10/10/2020,
CN-112732741-A,31/12/2020,
CN-112733551-A,31/12/2020,
CN-112650954-A,30/12/2020,
CN-112631589-A,30/12/2020,
CN-112685078-A,30/12/2020,
CN-112634410-A,30/12/2020,
CN-112788269-A,30/12/2020,
CN-112698883-A,29/12/2020,
CN-112738090-A,29/12/2020,
CN-112788108-A,29/12/2020,
CN-113962196-A,29/12/2020,
CN-108830768-B,13/06/2018,
CN-112738215-A,28/12/2020,
CN-112712408-A,28/12/2020,
CN-112631806-A,28/12/2020,
CN-112560789-A,28/12/2020,
CN-112598411-A,25/12/2020,
CN-112287403-A,25/12/2020,
CN-112182118-A,29/09/2020,
CN-112786041-A,23/12/2020,
CN-112580538-A,23/12/2020,
CN-112734421-A,23/12/2020,
CN-112667791-A,23/12/2020,
CN-112561538-A,23/12/2020,
CN-112561893-A,22/12/2020,
CN-112396422-A,21/12/2020,
CN-112261156-A,21/12/2020,
CN-112132462-A,23/09/2020,
CN-112580505-A,18/12/2020,
CN-112561175-A,18/12/2020,
CN-112560465-A,18/12/2020,
CN-112256593-A,18/12/2020,
CN-112286945-A,21/09/2020,
CN-112614586-A,15/12/2020,
CN-112581295-A,15/12/2020,
CN-112528701-A,15/12/2020,
CN-112488419-A,15/12/2020,
CN-113870999-A,15/12/2020,
CN-112231414-A,14/12/2020,
CN-112615846-A,14/12/2020,
CN-112115199-A,16/09/2020,
CN-112667647-A,11/12/2020,
CN-112600919-A,10/12/2020,
CN-112417054-A,09/12/2020,
CN-112231763-A,11/09/2020,
CN-112035863-A,20/07/2020,
CN-112068900-A,09/09/2020,
CN-112036151-A,09/09/2020,
CN-112035891-A,20/07/2020,
CN-112148790-A,07/09/2020,
CN-112491914-A,04/12/2020,
CN-112434112-A,04/12/2020,
CN-112907366-A,03/12/2019,
CN-112508564-A,01/12/2020,
CN-112561522-A,01/12/2020,
CN-112564960-A,01/12/2020,
CN-112001794-A,02/09/2020,
CN-112637269-A,30/11/2020,
CN-112017066-A,29/08/2020,
CN-112373523-A,26/11/2020,
CN-113491090-A,25/11/2020,
CN-112445769-A,24/11/2020,
CN-112416875-A,24/11/2020,
CN-111984236-A,21/08/2020,
CN-112269838-A,18/11/2020,
CN-112445841-A,17/11/2020,
CN-111967968-A,18/08/2020,
CN-112397197-A,16/11/2020,
CN-110390516-B,20/04/2018,
CN-109146678-B,18/04/2018,
CN-112395356-A,13/11/2020,
CN-114078010-A,13/08/2020,
CN-112364022-A,11/11/2020,
CN-112201253-A,09/11/2020,
CN-112383819-A,06/11/2020,
CN-112350868-A,06/11/2020,
CN-112256305-A,04/11/2020,
CN-112329596-A,02/11/2020,
CN-112311887-A,02/11/2020,
CN-112256783-A,02/11/2020,
CN-111815200-A,31/07/2020,
CN-108492095-B,23/03/2018,
CN-111831817-A,28/07/2020,
CN-112017050-A,27/10/2020,
CN-112182009-A,27/10/2020,
CN-112001717-A,27/10/2020,
CN-112291327-A,23/10/2020,
CN-112256577-A,22/10/2020,
CN-112259238-A,20/10/2020,
CN-104937601-A,17/10/2012,
CN-112035492-A,13/07/2020,
CN-112232203-A,15/10/2020,
CN-112102351-A,14/10/2020,
CN-112148387-A,14/10/2020,
CN-111797169-A,09/07/2020,
CN-114330945-A,10/10/2020,
CN-111931746-A,09/10/2020,
CN-111782208-A,29/06/2020,
CN-111859465-A,29/06/2020,
CN-111985584-A,30/09/2020,
CN-111933281-A,30/09/2020,
CN-112199695-A,30/09/2020,
CN-114641967-A,30/09/2019,
CN-111738166-A,24/06/2020,
CN-111899844-A,28/09/2020,
CN-112131478-A,28/09/2020,
