id,priority_date,cite_number
CN-110544193-A,06/09/2019,
CN-114567643-B,27/11/2020,
CN-112565368-B,26/11/2020,
CN-113449336-B,11/06/2021,
CN-113449336-A,11/06/2021,
CN-113095810-A,10/06/2021,
CN-113313489-A,24/11/2020,
CN-113421073-A,30/08/2019,
CN-109598507-A,02/11/2018,
CN-110378697-B,22/07/2019,
CN-112449010-B,16/11/2020,
CN-112398799-A,19/08/2019,
CN-113098982-B,02/06/2021,
CN-113098982-A,02/06/2021,
CN-109614780-B,23/10/2018,
CN-112491829-B,13/11/2020,
CN-110661779-B,15/08/2019,
CN-110661779-A,15/08/2019,
CN-109377222-B,16/10/2018,
CN-116016653-A,05/12/2022,
CN-110264198-B,20/05/2019,
CN-110266644-B,20/05/2019,
CN-114787780-A,31/10/2019,
CN-112000977-A,02/11/2020,
CN-112000977-B,02/11/2020,
CN-113420321-B,21/05/2021,
CN-112016114-B,31/10/2020,
CN-112016114-A,31/10/2020,
CN-116361823-A,29/12/2021,
CN-108713209-B,30/05/2018,
CN-110460686-B,26/07/2019,
CN-112513904-A,26/10/2020,
CN-112001796-A,26/10/2020,
CN-110430248-B,23/07/2019,
CN-111213170-A,18/09/2018,
CN-113221165-A,11/05/2021,
CN-113221165-B,11/05/2021,
CN-112015822-A,20/10/2020,
CN-111966538-A,20/10/2020,
CN-113553378-A,20/10/2020,
CN-112015596-A,20/10/2020,
CN-113886135-A,20/10/2020,
CN-112015822-B,20/10/2020,
CN-112015596-B,20/10/2020,
CN-111966538-B,20/10/2020,
CN-111427891-A,19/11/2013,
CN-110336677-B,15/07/2019,
CN-113254306-A,10/05/2021,
CN-113254306-B,10/05/2021,
CN-111859348-A,31/07/2020,
CN-110458539-B,09/07/2019,
CN-112235301-B,14/10/2020,
CN-112235301-A,14/10/2020,
CN-109478282-A,15/07/2016,
CN-111095861-A,08/09/2017,
CN-110009362-B,02/04/2019,
CN-112261015-B,12/10/2020,
CN-112416905-A,03/07/2020,
CN-111522800-A,03/07/2020,
CN-114008657-A,09/10/2020,
CN-109146482-B,29/08/2018,
CN-109246208-B,29/08/2018,
CN-110069475-B,25/04/2019,
CN-111447290-A,12/06/2020,
CN-113225324-A,26/04/2021,
CN-113225324-B,26/04/2021,
CN-109309708-B,16/08/2018,
CN-112235382-B,30/09/2020,
CN-112235382-A,30/09/2020,
CN-114731457-A,09/10/2019,
CN-113259450-A,30/09/2020,
CN-109240826-B,15/08/2018,
CN-112163213-B,28/09/2020,
CN-108960832-B,09/08/2018,
CN-112953821-A,25/09/2020,
CN-111934996-B,25/09/2020,
CN-112953821-B,25/09/2020,
CN-111934996-A,25/09/2020,
CN-112085551-A,14/06/2019,
CN-112181983-A,24/09/2020,
CN-107451812-B,04/08/2017,
CN-109086414-B,03/08/2018,
CN-114207643-A,19/04/2019,
CN-109189327-B,27/07/2018,
CN-110785966-B,18/03/2019,
CN-110263547-B,31/05/2019,
CN-110213368-B,31/05/2019,
CN-109064330-A,19/07/2018,
CN-111279423-A,21/05/2019,
CN-113010561-A,31/03/2021,
CN-113010561-B,31/03/2021,
CN-112055077-A,02/09/2020,
CN-112055077-B,02/09/2020,
CN-112769871-A,30/03/2021,
CN-112804359-A,30/03/2021,
CN-112769871-B,30/03/2021,
CN-112804359-B,30/03/2021,
CN-113676546-A,30/03/2021,
CN-114244629-A,30/03/2021,
CN-114424223-A,24/09/2019,
CN-112035144-B,01/09/2020,
CN-114503101-A,07/10/2019,
CN-109064124-B,17/07/2018,
CN-111815454-A,21/08/2020,
CN-111815454-B,21/08/2020,
CN-112819617-A,21/08/2020,
CN-112819617-B,21/08/2020,
CN-110084597-A,22/04/2019,
CN-114077948-A,14/08/2020,
CN-110011785-B,28/12/2018,
CN-112100142-A,13/08/2020,
CN-109754248-B,27/12/2018,
CN-113169980-A,14/12/2018,
CN-111149122-A,30/05/2018,
CN-110032599-B,20/12/2018,
CN-111949634-A,07/08/2020,
CN-108833110-B,27/05/2018,
CN-108833110-A,27/05/2018,
CN-112860263-A,08/03/2021,
CN-112953728-A,03/03/2021,
CN-113439281-A,09/11/2018,
CN-113574828-A,29/03/2019,
CN-108648761-B,10/05/2018,
CN-112907407-B,26/02/2021,
CN-112039840-B,22/07/2020,
CN-109995775-B,22/03/2019,
CN-115328621-B,10/10/2022,
CN-109510831-B,22/11/2018,
CN-111866123-A,17/07/2020,
CN-111866123-B,17/07/2020,
CN-109471905-B,16/11/2018,
CN-108537550-B,20/04/2018,
CN-108347483-B,06/02/2018,
CN-109934584-B,08/03/2019,
CN-113689436-A,29/09/2021,
CN-111433744-A,27/09/2017,
CN-113536382-A,09/08/2021,
CN-111259079-A,15/01/2020,
CN-111612614-A,26/02/2019,
CN-110999211-A,03/08/2017,
CN-111372220-A,28/02/2020,
CN-111260450-A,18/02/2020,
CN-111417945-A,03/02/2020,
CN-116432247-A,15/01/2020,
CN-111696218-A,27/04/2020,
CN-110910559-A,25/11/2019,
CN-110851867-A,12/11/2019,
CN-110751469-A,25/10/2019,
CN-110730227-A,09/10/2019,
CN-110674521-A,27/09/2019,
CN-110599342-A,23/09/2019,
CN-112507061-A,15/12/2020,
CN-112397047-A,11/12/2020,
CN-111985003-A,24/05/2019,
CN-113326532-A,11/09/2020,
CN-111814198-A,11/09/2020,
CN-112037920-A,31/08/2020,
CN-112818380-A,10/07/2020,
CN-111539813-A,10/07/2020,
CN-106462841-A,27/03/2014,
CN-111738480-A,21/03/2019,
CN-111508261-A,29/01/2019,
CN-113874898-A,15/02/2019,
CN-111241114-A,07/01/2020,
CN-111026511-A,20/11/2019,
CN-110569309-A,17/09/2019,
CN-111656343-A,11/09/2019,
CN-112292704-A,19/04/2018,
CN-107172074-B,26/06/2017,
CN-112232817-A,25/10/2018,
CN-112615730-B,23/11/2020,
CN-112532588-B,06/11/2020,
CN-109493024-A,29/09/2018,
CN-112333158-B,20/10/2020,
CN-111934990-B,25/09/2020,
CN-113079081-B,25/09/2020,
CN-112015628-B,01/09/2020,
CN-112039979-B,27/08/2020,
CN-111865918-B,16/06/2020,
CN-111371905-B,27/03/2020,
CN-111325549-B,04/03/2020,
CN-111311255-B,19/01/2020,
CN-110634069-A,25/06/2018,
CN-110852882-B,11/11/2019,
CN-110719203-B,12/10/2019,
CN-111914027-A,05/08/2020,
CN-111859960-A,27/07/2020,
CN-110335042-B,26/06/2019,
CN-110289946-B,12/07/2019,
CN-110222518-B,30/05/2019,
CN-111951003-A,17/05/2019,
CN-110263088-B,20/05/2019,
CN-111526200-A,27/04/2020,
CN-111883123-A,23/07/2020,
CN-111400401-A,12/03/2020,
CN-109919771-B,18/03/2019,
CN-109993531-B,01/04/2019,
CN-109981565-B,29/01/2019,
CN-109816362-B,28/01/2019,
CN-109936486-B,02/01/2019,
CN-108011741-B,28/10/2016,
CN-110490514-A,01/08/2019,
CN-109617679-B,29/11/2018,
CN-107945021-A,07/12/2017,
CN-108876213-B,22/08/2018,
CN-111901402-A,19/02/2019,
CN-109858259-B,29/12/2018,
CN-109756341-B,05/12/2018,
CN-109753815-B,26/11/2018,
CN-109639643-B,12/11/2018,
CN-111899017-A,31/01/2019,
CN-108596767-B,09/05/2018,
CN-109087024-B,28/08/2018,
CN-109347901-B,23/08/2018,
CN-110705973-B,10/07/2018,
CN-108462582-B,09/02/2018,
CN-110754070-A,20/06/2017,
CN-108256842-B,11/01/2018,
CN-109962890-B,25/12/2017,
CN-112818368-A,09/02/2021,
CN-111782923-A,24/06/2020,
CN-111200641-A,25/12/2019,
CN-112261674-A,30/09/2020,
CN-113396442-A,30/11/2018,
CN-112215608-A,18/01/2019,
CN-112534420-A,08/01/2018,
CN-112418862-A,26/06/2019,
CN-109478278-A,05/07/2016,
CN-114866543-A,27/06/2017,
CN-109493018-A,06/11/2018,
CN-109274501-A,25/10/2018,
CN-111813963-B,10/09/2020,
CN-112233698-B,09/10/2020,
CN-111934999-B,25/09/2020,
CN-113079079-B,25/09/2020,
CN-111915609-B,22/09/2020,
CN-111814202-B,31/08/2020,
CN-112132559-B,16/08/2020,
CN-111898683-B,31/07/2020,
CN-111756601-B,24/06/2020,
CN-111736872-B,22/06/2020,6.0
CN-111698088-B,28/05/2020,6.0
CN-111786812-B,27/05/2020,6.0
CN-111666337-B,19/05/2020,6.0
CN-111563093-B,15/05/2020,6.0
CN-111696660-B,13/05/2020,6.0
CN-111680494-B,27/04/2020,6.0
CN-111581277-B,07/04/2020,6.0
CN-111327490-B,20/01/2020,6.0
CN-111414408-B,11/03/2020,6.0
CN-111292014-B,10/03/2020,6.0
CN-111277647-B,19/01/2020,6.0
CN-111262692-B,08/01/2020,6.0
CN-111211909-B,30/12/2019,6.0
CN-108898412-A,08/05/2018,11.0
CN-110855432-B,31/10/2019,6.0
CN-110796449-B,28/10/2019,
CN-110706101-B,30/08/2019,
CN-110427376-B,31/07/2019,
CN-110245489-B,20/05/2019,
CN-110224854-B,06/05/2019,
CN-110188137-B,19/04/2019,
CN-109951546-B,15/03/2019,
CN-110199308-A,31/01/2017,
CN-110199305-A,31/01/2017,
CN-110059089-B,27/03/2019,
CN-109785134-B,23/01/2019,
CN-109933328-B,19/02/2019,
CN-106780028-A,08/12/2016,
CN-112307455-A,28/12/2020,
CN-110020856-B,31/01/2019,
CN-109847365-B,24/01/2019,
CN-112446025-A,23/11/2020,
CN-110033261-B,26/12/2018,
CN-109711192-B,24/12/2018,
CN-109660538-B,20/12/2018,
CN-109472699-B,05/11/2018,
CN-111339106-A,18/05/2020,
CN-109300038-B,11/10/2018,
CN-111047324-A,16/03/2020,
CN-111324898-A,20/01/2020,
CN-111127013-A,24/12/2019,
CN-113169981-A,19/12/2018,
CN-113366478-A,12/12/2018,
CN-111080289-A,25/10/2019,
CN-110716988-A,21/10/2019,
CN-113141782-A,09/10/2018,
CN-110585715-A,29/09/2019,
CN-109002349-B,25/06/2018,
CN-108805560-B,20/06/2018,
CN-109542767-B,25/10/2018,
CN-115632854-A,30/04/2019,
CN-109344628-B,23/08/2018,
CN-112005523-A,01/12/2017,
CN-108512649-B,09/02/2018,
CN-113168627-A,14/12/2018,
CN-110278718-B,08/02/2017,
CN-110574061-A,11/04/2017,
CN-113554516-A,05/09/2019,
CN-110875893-A,29/08/2018,
CN-107464111-B,10/07/2017,
CN-113783836-A,02/08/2021,
CN-109146677-B,14/06/2017,
CN-111783160-A,07/09/2020,
CN-111507099-A,19/06/2020,
CN-114503145-A,10/06/2019,
CN-111524525-A,28/04/2020,
CN-111428207-A,23/04/2020,
CN-111125468-A,05/02/2020,
CN-111327597-A,21/01/2020,
CN-111209334-A,23/12/2019,
CN-113826354-A,13/11/2019,
CN-110599263-A,26/09/2019,
CN-111886591-A,12/09/2019,
CN-110706114-A,05/09/2019,
CN-113580986-B,21/07/2021,
CN-113271204-B,06/05/2021,
CN-112951443-B,16/04/2021,
CN-112017051-B,29/10/2020,
CN-112199649-B,28/09/2020,
CN-111814129-B,28/08/2020,
CN-111935674-B,17/08/2020,
CN-112512054-B,27/10/2020,
CN-112202612-B,29/09/2020,
CN-111475513-B,28/06/2020,
CN-111740827-B,28/07/2020,
CN-111736775-B,22/06/2020,
CN-111597228-B,13/05/2020,
CN-111475836-B,31/03/2020,
CN-111432014-B,30/03/2020,
CN-111417945-B,03/02/2020,
CN-110910559-B,25/11/2019,
CN-110674521-B,27/09/2019,
CN-110599342-B,23/09/2019,
CN-110913501-B,08/11/2019,
CN-112449316-B,30/08/2019,
CN-110675255-B,30/08/2019,
CN-110704112-B,30/08/2019,
CN-110688673-B,19/09/2019,
CN-111988381-A,07/08/2020,
CN-111033491-B,01/08/2019,
CN-112053157-A,05/06/2019,
CN-110099067-B,14/05/2019,
CN-111666490-A,28/04/2020,
CN-111796968-A,05/04/2019,
CN-110264351-B,15/05/2019,
CN-109948003-B,20/03/2019,
CN-112639737-A,09/07/2018,
CN-110633200-A,25/06/2018,
CN-110633198-A,22/06/2018,
CN-110771127-A,20/06/2017,
CN-109450659-B,25/12/2018,
CN-108921542-A,30/05/2018,
CN-109003196-B,09/08/2018,
CN-109753418-B,28/12/2018,
CN-109547193-B,07/12/2018,
CN-109508432-B,28/11/2018,
CN-108492075-A,31/01/2018,
CN-109492049-B,21/09/2018,
CN-109492982-B,18/09/2018,
CN-108769142-B,11/05/2018,
CN-111095255-B,22/09/2017,
CN-110475249-B,10/05/2018,
CN-113435522-A,30/06/2021,
CN-107944285-B,30/11/2017,
CN-112702346-A,24/12/2020,
CN-112465071-A,18/12/2020,
CN-114651248-A,04/11/2019,
CN-114730426-A,17/09/2019,
CN-111447073-A,31/03/2020,
CN-111428268-A,24/03/2020,
CN-113545018-A,31/12/2018,
CN-107911819-B,30/11/2017,
CN-111049895-A,09/12/2019,
CN-111406252-A,06/11/2019,
CN-110572480-A,14/10/2019,
CN-110661658-A,23/09/2019,
CN-111133733-A,21/06/2019,
CN-112119609-A,14/05/2018,
CN-107528877-B,09/06/2017,
CN-111899016-A,31/10/2018,
CN-109754248-A,27/12/2018,
CN-109508564-A,20/12/2018,
CN-110554927-A,12/09/2019,
CN-111466095-A,13/12/2017,
CN-110580618-A,11/06/2018,
CN-112597312-A,28/12/2020,
CN-112364209-A,09/12/2020,
CN-111837154-A,07/03/2018,
CN-110689331-A,25/09/2019,
CN-110597818-A,19/09/2019,
CN-115473654-A,06/03/2017,
CN-110543545-A,05/09/2019,
CN-110543516-A,26/07/2019,
CN-108305074-A,30/01/2018,
CN-112488703-A,26/06/2019,
CN-113127633-B,17/06/2021,
CN-113344222-B,29/06/2021,
CN-113191863-B,21/05/2021,
CN-113489671-B,11/05/2021,
CN-112800404-B,30/03/2021,
CN-112737782-B,30/03/2021,
CN-113099418-B,26/03/2021,
CN-112863629-B,22/03/2021,
CN-112737779-B,30/12/2020,
CN-112738253-B,30/12/2020,
CN-111931220-B,24/09/2020,
CN-111932150-B,17/09/2020,
CN-114303166-A,11/07/2019,
CN-112367174-B,06/11/2020,
CN-111639932-B,31/07/2020,
CN-112233125-B,15/10/2020,
CN-111883262-B,28/09/2020,
CN-112260835-B,14/09/2020,
CN-111813441-B,10/09/2020,
CN-111985241-B,03/09/2020,
CN-112087502-B,28/08/2020,
CN-112104617-B,27/08/2020,
CN-111881902-B,28/07/2020,
CN-111859986-B,27/07/2020,
CN-111883140-B,24/07/2020,
CN-112910724-B,24/06/2020,
CN-111478827-B,24/06/2020,
CN-111652511-B,04/06/2020,
CN-111817984-B,28/05/2020,
CN-111581668-B,15/05/2020,
CN-111683047-B,30/04/2020,
CN-111506589-B,13/04/2020,
CN-111127021-B,31/12/2019,
CN-111311258-B,20/01/2020,
CN-110941676-B,27/11/2019,
CN-111026767-B,04/01/2020,
CN-110851865-B,12/11/2019,
CN-111241557-B,31/12/2019,
CN-111127045-B,25/12/2019,
CN-111177258-B,13/12/2019,
CN-111106940-B,25/11/2019,
CN-110826103-B,13/11/2019,
CN-111078787-B,11/11/2019,
CN-110879827-B,23/10/2019,
CN-110866223-B,09/10/2019,
CN-110585723-B,27/09/2019,
CN-110599163-B,20/08/2019,
CN-110599183-B,20/06/2019,
CN-110545169-B,16/07/2019,
CN-110334268-B,05/07/2019,
CN-112449316-A,30/08/2019,
CN-110675255-A,30/08/2019,
CN-110704112-A,30/08/2019,
CN-110471931-A,13/08/2019,
CN-110659142-A,02/08/2019,
CN-111033491-A,01/08/2019,
CN-112868009-A,29/08/2018,
CN-111639486-A,30/04/2020,
CN-112651836-A,15/05/2019,
CN-111127021-A,31/12/2019,
CN-109560936-A,08/11/2018,
CN-110754072-A,06/03/2019,
CN-111047314-A,12/10/2018,
CN-109150547-A,30/09/2018,
CN-113961908-B,23/12/2021,
CN-115619555-B,08/08/2022,
CN-113744064-B,04/11/2021,
CN-114297722-B,09/03/2022,
CN-114338045-B,14/01/2022,
CN-114236643-B,17/12/2021,
CN-110999202-A,23/08/2017,
CN-113990352-B,22/10/2021,
CN-109241357-A,08/08/2018,
CN-113505138-B,06/09/2021,
CN-112970015-A,07/11/2018,
CN-110719203-A,12/10/2019,
CN-111241557-A,31/12/2019,
CN-112669147-A,31/12/2019,
CN-111078799-A,27/12/2019,
CN-110852882-A,11/11/2019,
CN-110992030-A,03/12/2019,
CN-111127011-A,13/12/2019,
CN-111177258-A,13/12/2019,
CN-113886691-A,29/09/2021,
CN-112651841-A,18/12/2020,
CN-112632006-A,18/12/2020,
CN-112417443-A,20/11/2020,
CN-112364317-A,17/11/2020,
CN-112394916-A,17/11/2020,
CN-112086086-A,22/10/2020,
CN-112163950-A,25/09/2020,
CN-112116472-A,18/09/2020,
CN-112231168-A,03/09/2020,
CN-112396521-A,13/08/2019,
CN-112001586-A,16/07/2020,
CN-111797096-A,29/06/2020,
CN-111796809-A,29/06/2020,
CN-112069546-A,10/06/2019,
CN-111581653-A,30/04/2020,
CN-111797347-A,05/04/2019,
CN-111292190-A,23/01/2020,
CN-111552203-A,03/12/2019,
CN-110910000-A,14/11/2019,
CN-111128322-A,06/12/2019,
CN-115510494-A,13/10/2022,
CN-114417865-A,24/01/2022,
CN-115769547-A,22/06/2020,
CN-110992026-A,29/11/2019,
CN-110599183-A,20/06/2019,
CN-112119620-A,15/05/2018,
CN-111522809-A,02/02/2019,
CN-111444492-A,16/01/2019,
CN-113127633-A,17/06/2021,
CN-113298159-A,28/05/2021,
CN-113489671-A,11/05/2021,
CN-112737782-A,30/03/2021,
CN-112800404-A,30/03/2021,
CN-113656780-A,30/03/2021,
CN-113099418-A,26/03/2021,
CN-113014635-A,19/02/2021,
CN-112380454-A,18/01/2021,
CN-112732829-A,28/12/2020,
CN-112508118-A,16/12/2020,
CN-112367174-A,06/11/2020,
CN-111967952-A,21/10/2020,
CN-112233125-A,15/10/2020,
CN-112185131-A,14/10/2020,
CN-112203231-A,10/10/2020,
CN-111883262-A,28/09/2020,
CN-112148278-A,25/09/2020,
CN-111931220-A,24/09/2020,
CN-111932150-A,17/09/2020,
CN-112260835-A,14/09/2020,
CN-111813441-A,10/09/2020,
CN-112085565-A,07/09/2020,
CN-113875186-A,24/05/2019,
CN-112050820-A,02/09/2020,
CN-112087502-A,28/08/2020,
CN-112104617-A,27/08/2020,
CN-111736775-A,22/06/2020,
CN-111858472-A,03/08/2020,
CN-111639932-A,31/07/2020,
CN-111709046-A,23/06/2020,
CN-111881902-A,28/07/2020,
CN-111859986-A,27/07/2020,
CN-111753271-A,28/06/2020,
CN-111459895-A,31/03/2020,
CN-111475513-A,28/06/2020,
CN-111432014-A,30/03/2020,
CN-111860377-A,24/07/2020,
CN-111738712-A,17/07/2020,
CN-111831675-A,07/07/2020,
CN-114424181-A,30/07/2019,
CN-111816300-A,30/06/2020,
CN-110958111-A,09/12/2019,
CN-111478827-A,24/06/2020,
CN-109670825-B,20/12/2018,
CN-112910724-A,24/06/2020,
CN-110770776-A,04/03/2019,
CN-110941676-A,27/11/2019,
CN-111737493-A,23/06/2020,
CN-111381866-A,29/05/2020,
CN-111696084-A,20/05/2020,
CN-111106940-A,25/11/2019,
CN-111788791-A,02/03/2018,
CN-110851865-A,12/11/2019,
CN-112930660-A,27/10/2018,
CN-112464833-A,01/12/2020,
CN-111105220-A,14/10/2019,
CN-110910148-A,11/10/2019,
CN-111740827-A,28/07/2020,
CN-108540577-B,03/05/2018,
CN-110555997-A,01/06/2018,
CN-111090385-A,23/10/2018,
CN-112380870-A,19/11/2020,
CN-109685664-B,20/12/2018,
CN-111709738-A,18/05/2020,
CN-111737975-A,14/05/2020,
CN-111656344-A,03/01/2019,
CN-110611647-A,06/03/2019,
CN-111241593-A,02/01/2020,
CN-112085217-A,08/09/2020,
CN-112069300-A,04/09/2020,
CN-110059089-A,27/03/2019,
CN-113689213-A,26/12/2018,
CN-111371543-B,08/01/2020,
CN-106056373-A,19/05/2016,
CN-111209262-B,10/01/2020,
CN-111263361-B,10/01/2020,
CN-111241586-B,20/01/2020,
CN-111340485-B,19/02/2020,
CN-110557375-A,01/08/2019,
CN-111291399-B,05/03/2020,
CN-111433798-B,03/02/2020,
CN-111597562-B,08/04/2020,
CN-110706101-A,30/08/2019,
CN-111523131-B,16/04/2020,
CN-111556115-B,22/04/2020,
CN-111614731-B,29/04/2020,
CN-111404896-B,06/03/2020,
CN-111666494-B,13/05/2020,
CN-111597077-B,13/05/2020,
CN-111601280-B,14/05/2020,
CN-110599323-A,24/09/2019,
CN-111669434-B,18/05/2020,
CN-110838063-A,30/09/2019,
CN-111612600-B,29/05/2020,
CN-111680634-B,10/06/2020,
CN-110675153-A,10/10/2019,
CN-111769938-B,29/06/2020,
CN-110796449-A,28/10/2019,
CN-111836269-B,10/07/2020,
CN-110855432-A,31/10/2019,
CN-111885586-B,22/07/2020,
CN-111797611-B,24/07/2020,
CN-110866719-A,08/11/2019,
CN-109784921-A,29/12/2018,
CN-111865918-A,16/06/2020,
CN-111385084-A,27/12/2018,
CN-110930157-A,14/11/2019,
CN-112039979-A,27/08/2020,
CN-112035511-A,31/08/2020,
CN-111630543-A,24/11/2017,
CN-111899250-B,06/08/2020,
CN-112868042-A,11/09/2018,
CN-111934990-A,25/09/2020,
CN-112446919-A,01/12/2020,
CN-112347042-A,05/11/2020,
CN-113505138-A,06/09/2021,
CN-113761578-A,10/09/2021,
CN-113837928-A,17/09/2021,
CN-113870024-A,27/09/2021,
CN-113495920-A,02/04/2020,
CN-113888164-A,30/09/2021,
CN-113949552-A,13/10/2021,
CN-113947484-A,18/10/2021,
CN-113744064-A,04/11/2021,
CN-114242069-A,15/12/2021,
CN-114218606-A,16/12/2021,
CN-114236643-A,17/12/2021,
CN-113961908-A,23/12/2021,
CN-114390068-A,04/01/2022,
CN-114567428-A,14/01/2022,
CN-114493593-A,26/01/2022,
CN-114519524-A,18/02/2022,
CN-114546681-A,21/02/2022,
CN-114297722-A,09/03/2022,
CN-114626922-A,21/03/2022,
CN-114612194-A,23/03/2022,
CN-114819891-A,18/04/2022,
CN-114915640-A,06/05/2022,
CN-114861227-A,18/05/2022,
CN-115022326-A,17/06/2022,
CN-115098186-A,20/06/2022,
CN-115277180-A,26/07/2022,
CN-111914939-B,06/08/2020,
CN-111949708-B,10/08/2020,
CN-110956457-A,22/11/2019,
CN-113079081-A,25/09/2020,
CN-112613917-A,30/12/2020,
CN-111669468-B,05/06/2020,
CN-113821566-A,10/09/2021,
CN-113887933-A,29/09/2021,
CN-114020256-A,29/10/2021,
CN-114003953-A,29/10/2021,
CN-114020718-A,06/11/2021,
CN-114153548-A,15/12/2021,
CN-114237754-A,20/12/2021,
CN-114372060-A,12/01/2022,
CN-114385759-A,13/01/2022,
CN-114418398-A,20/01/2022,
CN-111522697-B,03/07/2020,
CN-111915143-B,07/07/2020,
CN-112200568-B,09/10/2020,
CN-111158703-A,25/12/2019,
CN-111211909-A,30/12/2019,
CN-111865469-B,31/07/2020,
CN-111262692-A,08/01/2020,
CN-112398692-B,16/11/2020,
CN-111754614-A,30/06/2020,
CN-111626137-A,29/04/2020,
CN-112148577-A,09/10/2020,
CN-112100337-A,15/10/2020,
CN-112333158-A,20/10/2020,
CN-112600875-B,25/11/2020,
CN-111177172-A,31/12/2019,
CN-113688430-A,09/09/2021,
CN-111209313-A,03/01/2020,
CN-111263361-A,10/01/2020,
CN-111241586-A,20/01/2020,
CN-114096978-A,31/01/2019,
CN-111433798-A,03/02/2020,
CN-112202809-A,04/02/2020,
CN-111340485-A,19/02/2020,
CN-111325538-A,19/02/2020,
CN-111339569-A,26/02/2020,
CN-111402043-A,03/03/2020,
CN-111291399-A,05/03/2020,
CN-113632508-A,25/03/2019,
CN-111404896-A,06/03/2020,
CN-111444090-A,24/03/2020,
CN-111541545-A,03/04/2020,
CN-113994628-A,24/05/2019,
CN-111695593-A,29/04/2020,
CN-111614731-A,29/04/2020,
CN-111652280-A,30/04/2020,
CN-111652279-A,30/04/2020,
CN-113950801-A,10/05/2019,
CN-111583039-A,09/05/2020,
CN-111597077-A,13/05/2020,
CN-111666494-A,13/05/2020,
CN-111666336-A,15/05/2020,
CN-111669434-A,18/05/2020,
CN-111696663-A,26/05/2020,
CN-111383117-A,29/05/2020,
CN-111669468-A,05/06/2020,
CN-111681738-A,09/06/2020,
CN-111666415-A,28/06/2020,
CN-111769938-A,29/06/2020,
CN-111782656-A,30/06/2020,
CN-111782653-A,30/06/2020,
CN-111522697-A,03/07/2020,
CN-111915143-A,07/07/2020,
CN-111861194-A,16/07/2020,
CN-111885586-A,22/07/2020,
CN-111797611-A,24/07/2020,
CN-111833845-A,31/07/2020,
CN-111865469-A,31/07/2020,
CN-111899250-A,06/08/2020,
CN-111899023-A,10/08/2020,
CN-112016617-A,27/08/2020,
CN-112035549-A,31/08/2020,
CN-111984390-A,31/08/2020,
CN-111798997-A,10/09/2020,
CN-112116008-A,18/09/2020,
CN-112132279-A,23/09/2020,
CN-111862096-A,23/09/2020,
CN-112131368-A,27/09/2020,
CN-112200568-A,09/10/2020,
CN-112233700-A,09/10/2020,
CN-112015697-A,27/10/2020,
CN-112306835-A,02/11/2020,
CN-112102950-A,04/11/2020,
CN-112069528-A,10/11/2020,
CN-112347521-A,11/11/2020,
CN-112398692-A,16/11/2020,
CN-112580684-A,17/11/2020,
CN-112527873-A,19/11/2020,
CN-112396005-A,23/11/2020,
CN-112416941-A,30/11/2020,
CN-112532630-A,30/11/2020,
CN-113612741-A,01/12/2020,
CN-112199446-A,01/12/2020,
CN-112508075-A,01/12/2020,
CN-112540957-A,03/12/2020,
CN-112381543-A,09/12/2020,
CN-112380179-A,14/12/2020,
CN-112489489-A,14/12/2020,
CN-112261157-A,21/12/2020,
CN-112904734-A,23/12/2020,
CN-112685117-A,29/12/2020,
CN-112685783-A,05/01/2021,
CN-112380359-A,18/01/2021,
CN-112784900-A,22/01/2021,
CN-112883042-A,24/02/2021,
CN-112801664-A,17/03/2021,
CN-112734431-A,30/03/2021,
CN-112953974-A,16/04/2021,
CN-113242131-A,22/04/2021,
CN-113052262-A,23/04/2021,
CN-112989826-A,13/05/2021,
CN-113139750-A,14/05/2021,
CN-113312461-A,25/05/2021,3.0
CN-113271311-A,28/05/2021,3.0
CN-113240661-A,31/05/2021,3.0
CN-113067904-A,02/06/2021,3.0
CN-113259460-A,02/06/2021,3.0
CN-113139063-A,21/06/2021,3.0
CN-113420546-A,24/06/2021,3.0
CN-113472774-A,29/06/2021,3.0
CN-113468599-A,30/06/2021,3.0
CN-113505601-A,08/07/2021,3.0
CN-113242137-A,12/07/2021,5.0
CN-116134420-A,30/07/2020,3.0
CN-113792347-A,24/08/2021,3.0
CN-113704429-A,31/08/2021,3.0
CN-114363327-A,27/09/2020,3.0
CN-112017045-A,18/08/2020,7.0
CN-111696558-A,24/06/2020,5.0
CN-113742782-A,04/11/2021,3.0
CN-114401268-A,24/11/2021,5.0
CN-114187673-A,01/12/2021,3.0
CN-114205136-A,08/12/2021,3.0
CN-113946875-A,21/12/2021,3.0
CN-114499890-A,15/03/2022,3.0
CN-114679457-A,30/03/2022,3.0
CN-114781832-A,06/04/2022,3.0
CN-114580029-A,28/04/2022,3.0
CN-114881616-A,17/06/2022,3.0
CN-111277647-A,19/01/2020,6.0
CN-111327490-A,20/01/2020,6.0
CN-112199446-B,01/12/2020,3.0
CN-111445239-A,11/02/2020,3.0
CN-111444264-A,18/02/2020,3.0
CN-111565420-A,07/04/2020,3.0
CN-111582864-A,23/04/2020,3.0
CN-111611211-A,27/04/2020,3.0
CN-111651749-A,28/04/2020,3.0
CN-111666296-A,28/04/2020,3.0
CN-111651667-A,30/04/2020,3.0
CN-111651453-A,30/04/2020,3.0
CN-111694844-A,28/05/2020,3.0
CN-111638908-A,29/05/2020,3.0
CN-111695093-A,29/05/2020,3.0
CN-111798230-A,18/06/2020,3.0
CN-111796824-A,29/06/2020,3.0
