id,priority_date,cite_number
KR-20200107662-A,08/03/2019,
KR-20200012705-A,27/07/2018,
KR-20190133573-A,23/05/2018,
KR-20190091211-A,26/01/2018,
KR-20200047261-A,23/10/2018,
KR-102190870-B1,24/04/2020,
KR-102189301-B1,22/04/2020,
KR-20160091194-A,23/01/2015,
KR-20210065012-A,26/11/2019,
KR-20210039920-A,02/10/2019,
KR-102227731-B1,11/06/2019,
KR-20220070511-A,27/11/2019,
KR-20210140962-A,14/05/2020,
KR-20190094217-A,21/12/2016,
KR-20190094224-A,21/12/2016,
KR-20190094229-A,21/12/2016,
KR-20210154618-A,12/06/2020,
KR-20220074968-A,18/02/2020,
KR-20200097713-A,12/12/2017,
KR-102023094-B1,26/03/2019,
KR-102252954-B1,05/03/2019,
KR-102162762-B1,27/02/2019,
KR-102245990-B1,27/02/2018,
KR-20220065259-A,13/11/2020,
KR-20220041695-A,25/09/2020,
KR-102204070-B1,07/02/2018,
KR-102222612-B1,28/12/2018,
KR-102209987-B1,30/11/2018,
KR-20210040299-A,22/05/2020,
KR-102012400-B1,27/11/2018,
KR-102009160-B1,19/10/2018,
KR-102107115-B1,22/08/2018,
KR-101996802-B1,03/08/2018,
KR-101936759-B1,27/07/2018,
KR-102151746-B1,17/12/2018,
KR-20230072462-A,26/11/2019,
KR-101954739-B1,15/06/2018,
KR-20210090563-A,10/01/2020,
KR-102193988-B1,24/12/2018,
KR-20190084165-A,21/12/2017,
KR-20220002248-A,13/12/2019,
KR-20190075495-A,21/12/2017,
KR-102177231-B1,28/12/2018,
KR-101983530-B1,08/01/2019,
KR-102187294-B1,11/01/2019,
KR-101997673-B1,06/12/2018,
KR-20190105955-A,07/03/2018,
KR-20190114433-A,30/03/2018,
KR-20190118376-A,10/04/2018,
KR-20200041148-A,11/10/2018,
KR-20190123624-A,24/04/2018,
KR-20190128814-A,09/05/2018,
KR-102347337-B1,10/05/2021,
KR-102431145-B1,17/01/2022,
KR-101996166-B1,29/01/2018,
KR-102033729-B1,29/12/2017,
KR-20200021993-A,07/07/2017,
KR-20190142829-A,19/06/2018,
KR-20190134432-A,24/05/2018,
KR-20190043070-A,17/10/2017,
KR-20200017577-A,25/07/2018,
KR-102060466-B1,21/02/2019,
KR-20200034171-A,21/09/2018,
KR-20200008486-A,16/07/2018,
KR-20200019061-A,13/08/2018,
KR-20200055410-A,13/11/2018,
KR-20200061853-A,26/11/2018,
KR-20200064690-A,29/11/2018,
KR-20220050870-A,18/11/2019,
KR-20200087327-A,28/12/2018,
KR-102213120-B1,25/02/2019,
KR-102203758-B1,04/03/2019,
KR-20200088956-A,15/01/2019,
KR-20210044734-A,12/02/2018,
KR-20200108233-A,06/03/2019,
KR-20190043117-A,17/10/2017,
KR-20200128347-A,30/04/2019,
KR-20200128918-A,07/05/2019,
KR-20210065995-A,28/09/2018,
KR-20210055631-A,06/11/2019,
KR-20210055272-A,07/11/2019,
KR-20190140144-A,11/06/2018,
KR-20210056866-A,11/11/2019,
KR-20210059856-A,15/11/2019,
KR-102273256-B1,15/03/2018,
KR-102046059-B1,20/03/2019,
KR-102162044-B1,26/03/2019,
KR-20210106379-A,19/02/2020,
KR-20220149702-A,17/04/2020,
KR-20230023019-A,28/06/2020,
KR-20210089606-A,17/07/2020,
KR-20190046486-A,26/10/2017,
KR-102313675-B1,15/04/2019,
KR-20190081261-A,29/12/2017,
KR-102085483-B1,05/07/2019,
KR-20190119921-A,13/04/2018,
KR-102103553-B1,07/08/2019,
KR-20190132047-A,18/05/2018,
KR-20200062299-A,06/10/2017,
KR-102085593-B1,16/09/2019,
KR-20200023706-A,22/08/2018,
KR-102106373-B1,11/11/2019,
KR-20200028880-A,03/09/2018,
KR-102308339-B1,26/03/2019,
KR-20200062640-A,27/11/2018,
KR-20200065939-A,30/11/2018,
KR-20200083939-A,28/12/2018,
KR-102110266-B1,20/02/2020,
KR-102140332-B1,07/04/2020,
KR-102179160-B1,23/06/2020,
KR-102337760-B1,27/08/2020,
KR-102376113-B1,28/09/2020,
KR-102286473-B1,14/10/2020,
KR-102501894-B1,26/11/2020,
KR-102398366-B1,14/07/2021,
KR-102389969-B1,12/11/2021,
KR-102381499-B1,12/11/2021,
KR-102400524-B1,24/02/2022,
KR-20180130623-A,29/05/2017,
KR-20190095896-A,07/02/2018,
KR-102287360-B1,26/11/2019,
KR-102158276-B1,18/02/2020,
KR-102479454-B1,02/10/2019,
KR-20210017432-A,08/08/2019,
KR-20190124468-A,26/04/2018,
KR-20180046930-A,18/04/2018,
KR-20180124541-A,12/05/2017,
KR-102365689-B1,08/09/2021,
KR-102295231-B1,09/11/2020,
KR-20200083933-A,28/12/2018,
KR-102299375-B1,15/05/2020,
KR-102332226-B1,15/11/2019,
KR-102330012-B1,07/11/2019,
KR-102363271-B1,06/11/2019,
KR-20220134570-A,03/03/2020,
KR-20210108905-A,26/02/2020,
KR-20220079564-A,17/09/2019,
KR-20190138389-A,05/06/2018,
KR-102057669-B1,14/01/2019,
KR-102337171-B1,30/04/2019,
KR-102116235-B1,15/03/2019,
KR-102251161-B1,06/03/2019,
KR-20210067981-A,27/11/2019,
KR-102123754-B1,04/01/2019,
KR-20190108019-A,13/03/2018,
KR-102152360-B1,28/12/2018,
KR-102177794-B1,26/12/2018,
KR-20200145118-A,20/06/2019,
KR-102110733-B1,16/07/2018,
KR-102254809-B1,21/09/2018,
KR-20200119708-A,08/04/2019,
KR-20200104590-A,27/02/2019,
KR-102073929-B1,02/08/2018,
KR-102081274-B1,25/07/2018,
KR-102179498-B1,13/04/2020,
KR-20200094531-A,30/01/2019,
KR-102222857-B1,25/09/2020,
KR-102269812-B1,12/11/2020,
KR-102371071-B1,29/06/2021,
KR-20190065824-A,04/12/2017,
KR-102041720-B1,20/07/2018,
KR-102050271-B1,17/10/2017,
KR-102123320-B1,24/05/2018,
KR-102085141-B1,19/06/2018,
KR-101923943-B1,20/04/2018,
KR-102110605-B1,10/04/2018,
KR-102192370-B1,30/03/2018,
KR-102107438-B1,07/03/2018,
KR-102042339-B1,23/02/2018,
KR-102079554-B1,12/01/2018,
KR-102039357-B1,21/12/2017,
KR-102099556-B1,19/10/2017,
KR-20130020634-A,18/08/2011,
KR-20200083940-A,28/12/2018,
KR-20200121114-A,15/04/2019,
KR-20200083937-A,28/12/2018,
KR-20200078419-A,19/12/2018,
KR-20160074178-A,18/12/2014,
KR-20140016295-A,23/02/2011,
KR-20200094173-A,13/12/2017,
KR-20200016458-A,07/08/2018,
KR-20200007271-A,12/07/2018,
KR-20190128532-A,08/05/2018,
KR-20190117348-A,06/04/2018,
KR-20190118458-A,10/04/2018,
KR-20220044306-A,23/12/2019,
KR-20220118405-A,31/10/2019,
KR-20210060602-A,29/09/2019,
KR-20190110377-A,20/03/2018,
KR-20200101211-A,19/02/2019,
KR-20190120777-A,06/03/2017,
KR-20190089506-A,23/01/2018,
KR-20200104656-A,27/02/2019,
KR-20190134874-A,30/04/2018,
KR-101935817-B1,30/04/2018,
KR-102361222-B1,02/03/2021,
KR-102391469-B1,02/03/2021,
KR-102392739-B1,02/03/2021,
KR-102091625-B1,20/04/2018,
KR-20190122430-A,20/04/2018,
KR-102361215-B1,02/03/2021,
KR-102019211-B1,14/11/2017,
KR-102186029-B1,20/12/2019,
KR-102281916-B1,20/12/2018,
KR-20200077445-A,20/12/2018,
KR-102119716-B1,17/12/2019,
KR-101914668-B1,22/03/2018,
KR-20190117333-A,07/04/2018,
KR-102172903-B1,09/12/2019,
KR-101952329-B1,22/03/2018,
KR-102214647-B1,26/11/2019,
KR-20210105316-A,24/12/2020,
KR-20210059165-A,15/11/2019,
KR-102430135-B1,13/11/2019,
KR-20210058746-A,13/11/2019,
KR-102069002-B1,13/11/2019,
KR-102120051-B1,11/11/2019,
KR-102357978-B1,21/09/2018,
KR-20200094618-A,30/01/2019,
KR-102260093-B1,30/08/2019,
KR-20210091102-A,23/05/2018,
KR-102077397-B1,23/07/2018,
KR-102196478-B1,04/10/2019,
KR-20210128456-A,15/02/2019,
KR-20210037380-A,27/09/2019,
KR-20200080263-A,09/11/2017,
KR-102057570-B1,16/09/2019,
KR-20210014155-A,18/01/2019,
KR-20190018377-A,14/08/2017,
KR-20210023601-A,23/08/2019,
KR-102084699-B1,22/08/2019,
KR-102370146-B1,12/04/2019,
KR-20210068379-A,12/04/2019,
KR-20200051200-A,05/11/2018,
KR-101978185-B1,24/10/2017,
KR-20230030633-A,24/06/2020,
KR-102322118-B1,04/04/2019,
KR-20200049491-A,26/07/2019,
KR-20210005679-A,07/09/2018,
KR-102106590-B1,17/07/2019,
KR-20190028612-A,08/09/2017,
KR-20220069787-A,20/11/2020,
KR-102509688-B1,14/01/2020,
KR-20230011330-A,15/05/2020,
KR-20200139438-A,04/06/2019,
KR-20220119574-A,06/04/2018,
KR-101936757-B1,23/03/2018,
KR-20200136073-A,27/05/2019,
KR-102243324-B1,27/05/2019,
KR-102143530-B1,23/05/2019,
KR-102092850-B1,20/05/2019,
KR-102060435-B1,16/05/2019,
KR-20200125116-A,26/04/2019,
KR-20230021694-A,02/04/2020,
KR-102037124-B1,11/04/2019,
KR-102003272-B1,10/04/2019,
KR-102068250-B1,10/04/2019,
KR-102012757-B1,05/04/2019,
KR-20200117382-A,04/04/2019,
KR-102296907-B1,02/03/2021,
KR-102088218-B1,03/08/2018,
KR-20200141502-A,13/04/2018,
KR-20200006375-A,10/07/2018,
KR-102118962-B1,15/03/2019,
KR-20230074083-A,05/02/2020,
KR-102404284-B1,28/02/2019,
KR-102132876-B1,27/07/2018,
KR-20200126969-A,08/01/2018,
KR-102424841-B1,02/03/2018,
KR-101927962-B1,22/12/2017,
KR-20230082668-A,08/10/2020,
KR-20210146274-A,19/09/2018,
KR-20220024302-A,12/04/2021,
KR-20230039519-A,14/09/2021,
KR-20200099541-A,15/12/2017,
KR-20200067596-A,04/12/2018,
KR-102388302-B1,08/07/2021,
KR-20200126322-A,26/04/2019,
KR-20200017531-A,22/06/2017,
KR-102099861-B1,03/12/2019,
KR-20210118463-A,15/03/2019,
KR-20210133473-A,29/04/2020,
KR-20210086433-A,31/12/2019,
KR-20220028836-A,31/08/2020,
KR-20220065049-A,23/09/2019,
KR-20210094495-A,21/01/2020,
KR-102149900-B1,20/12/2018,
KR-102207072-B1,02/01/2019,
KR-20190136680-A,31/05/2018,
KR-20200004528-A,04/07/2018,
KR-102519197-B1,27/11/2017,
KR-20200029136-A,10/09/2018,
KR-20200096241-A,07/12/2017,
KR-20190003429-A,11/12/2018,
KR-20160098634-A,10/02/2015,
KR-20200085095-A,04/01/2019,
KR-20190109299-A,15/03/2018,
KR-20210016662-A,05/08/2019,
KR-20210034934-A,23/09/2019,
KR-20210067125-A,29/11/2019,
KR-20220007152-A,10/05/2019,
KR-20220014095-A,28/07/2020,
KR-20220136998-A,29/03/2021,
KR-20190055666-A,15/11/2017,
KR-102132079-B1,20/09/2018,
KR-102050087-B1,13/04/2018,
KR-20220041181-A,31/07/2019,
KR-101951408-B1,17/10/2017,
KR-20200103275-A,25/02/2019,
KR-102329075-B1,10/05/2021,
KR-20190089773-A,22/01/2018,
KR-102546060-B1,25/02/2020,
KR-20210077360-A,17/12/2019,
KR-20200066255-A,27/11/2018,
KR-20190120940-A,17/04/2018,
KR-20190123952-A,25/04/2018,
KR-20200033556-A,20/09/2018,
KR-20200089687-A,27/11/2017,
KR-20230048468-A,27/11/2017,
KR-102257403-B1,06/01/2020,
KR-102163559-B1,07/02/2020,
KR-102566652-B1,15/03/2019,
KR-102157767-B1,24/04/2020,
KR-20200034728-A,24/07/2017,
KR-20200077366-A,20/12/2018,
KR-20190051321-A,06/11/2017,
KR-20220138367-A,26/09/2019,
KR-20190104793-A,02/03/2018,
KR-20190130655-A,05/04/2017,
KR-20150129223-A,09/05/2014,
KR-102113873-B1,05/09/2018,
KR-101977159-B1,28/12/2018,
KR-102118935-B1,31/12/2018,
KR-102095044-B1,12/03/2019,
KR-102000244-B1,02/04/2019,
KR-102090723-B1,12/12/2019,
KR-20200125980-A,02/03/2018,
KR-20200105999-A,28/02/2019,
KR-102490323-B1,25/09/2020,
KR-20210091155-A,12/10/2018,
KR-20210055632-A,06/11/2019,
KR-20200010905-A,23/07/2018,
KR-20200045854-A,23/10/2018,
KR-102010571-B1,15/11/2017,
KR-101943228-B1,27/12/2017,
KR-102033848-B1,21/02/2018,
KR-102109489-B1,16/04/2018,
KR-102050276-B1,17/10/2017,
KR-102293877-B1,26/11/2018,
KR-101976787-B1,21/12/2018,
KR-102218188-B1,07/05/2019,
KR-102285805-B1,22/01/2018,
KR-20210045353-A,15/10/2019,
KR-20210044312-A,21/09/2018,
KR-102227578-B1,31/12/2019,
KR-20200114324-A,28/03/2019,
KR-20200090591-A,21/01/2019,
KR-102037848-B1,27/03/2019,
KR-20190124938-A,27/04/2018,
KR-20220120062-A,22/02/2021,
KR-102361224-B1,02/03/2021,
KR-102361217-B1,02/03/2021,
KR-102361207-B1,02/03/2021,
KR-102361212-B1,02/03/2021,
KR-102361221-B1,02/03/2021,
KR-102078566-B1,19/03/2019,
KR-20210096288-A,15/03/2019,
KR-102188504-B1,08/03/2019,
KR-20200107685-A,08/03/2019,
KR-102451678-B1,20/02/2020,
KR-20210106355-A,20/02/2020,
KR-20200096722-A,31/01/2019,
KR-102087627-B1,26/03/2018,
KR-102074999-B1,19/02/2019,
KR-102125042-B1,12/11/2019,
KR-20200095206-A,31/01/2019,
KR-20200091237-A,22/01/2019,
KR-20190028517-A,15/07/2016,
KR-20190095843-A,07/02/2018,
KR-102000385-B1,05/02/2018,
KR-102302097-B1,06/01/2021,
KR-20190095337-A,06/12/2016,
KR-20200081895-A,28/12/2018,
KR-102203616-B1,26/12/2018,
KR-20200080032-A,26/12/2018,
KR-20190138295-A,04/06/2018,
KR-20210041456-A,07/10/2019,
KR-102142259-B1,20/12/2018,
KR-20200077681-A,20/12/2018,
KR-20210034933-A,23/09/2019,
KR-102287979-B1,11/12/2020,
KR-20200066429-A,30/11/2018,
KR-20200064740-A,29/11/2018,
KR-102184772-B1,28/11/2018,
KR-20200068775-A,28/11/2018,
KR-20210128452-A,15/02/2019,
KR-20210128455-A,15/02/2019,
KR-20210128453-A,15/02/2019,
KR-102170031-B1,12/11/2018,
KR-20200054634-A,12/11/2018,
KR-102501896-B1,26/11/2020,
KR-20220100971-A,26/11/2019,
KR-20220073900-A,26/11/2020,
KR-20220072379-A,25/11/2020,
KR-20200048440-A,30/10/2018,
KR-102268700-B1,29/10/2018,
KR-20220065271-A,13/11/2020,
KR-20220092525-A,13/11/2019,
KR-20200042149-A,15/10/2018,
KR-102159431-B1,12/10/2018,
KR-20200041490-A,12/10/2018,
KR-102079354-B1,11/10/2018,
KR-102205654-B1,20/05/2019,
KR-20220086677-A,31/10/2019,
KR-102115305-B1,21/09/2018,
KR-20190034917-A,25/09/2017,
KR-102304046-B1,10/05/2021,
KR-102023241-B1,08/09/2017,
KR-102116373-B1,30/08/2018,
KR-20200026366-A,30/08/2018,
KR-20150144645-A,17/06/2014,
KR-20210000957-A,26/06/2019,
KR-102170347-B1,18/03/2019,
KR-102141947-B1,14/08/2018,
KR-20200019455-A,14/08/2018,
KR-102083676-B1,13/08/2018,
KR-20200019054-A,13/08/2018,
KR-20190012969-A,31/07/2017,
KR-20220038970-A,21/09/2020,
KR-101979254-B1,01/08/2018,
KR-20200013940-A,31/07/2018,
KR-102143579-B1,31/07/2018,
KR-20200139437-A,04/06/2019,
KR-20210043529-A,12/04/2021,
KR-20200012321-A,26/07/2018,
KR-102209179-B1,15/09/2020,
KR-20230111575-A,18/01/2022,
KR-102301087-B1,27/03/2020,
KR-20200096045-A,01/02/2019,
KR-101980310-B1,13/07/2018,
KR-102160004-B1,10/07/2018,
KR-20200006238-A,10/07/2018,
KR-102063628-B1,29/12/2017,
KR-20220028462-A,28/08/2020,
KR-102215034-B1,30/08/2019,
KR-102014647-B1,21/06/2018,
KR-20200003306-A,18/06/2018,
KR-102093291-B1,14/06/2018,
KR-102487569-B1,04/03/2021,
KR-20220125670-A,04/03/2021,
KR-20190125200-A,27/04/2018,
KR-20210063284-A,12/05/2021,
KR-20190136844-A,31/05/2018,
KR-101936756-B1,05/03/2018,
KR-102281797-B1,08/03/2021,
KR-20190132054-A,18/05/2018,
KR-20190132159-A,18/05/2018,
KR-20190132052-A,18/05/2018,
KR-20230023683-A,12/08/2020,
KR-20220015520-A,31/07/2020,
KR-101946555-B1,15/05/2018,
KR-101946557-B1,15/05/2018,
KR-101946556-B1,15/05/2018,
KR-20200078922-A,24/12/2018,
KR-102258222-B1,21/01/2019,
KR-20220013171-A,24/07/2020,
KR-102128210-B1,27/11/2018,
KR-20200111303-A,18/03/2019,
KR-101986725-B1,27/04/2018,
KR-20220008064-A,13/07/2020,
KR-20190120933-A,17/04/2018,
KR-102069849-B1,17/04/2018,
KR-20190119906-A,13/04/2018,
KR-20220006619-A,10/05/2019,
KR-102081782-B1,11/03/2019,
KR-20210138530-A,19/09/2018,
KR-20230037478-A,30/11/2020,
KR-20210131437-A,25/03/2019,
KR-20210116821-A,17/03/2020,
KR-20220006097-A,10/05/2019,
KR-20210104604-A,17/02/2020,
KR-20230034931-A,04/03/2020,
KR-20210099539-A,29/12/2020,
KR-20200000659-A,25/06/2018,
KR-20200079278-A,19/01/2018,
KR-20200115724-A,15/03/2019,
KR-20210102470-A,18/04/2019,
KR-20210000997-A,26/06/2019,
KR-20210007452-A,11/07/2019,
KR-20210009051-A,16/07/2019,
KR-20210082201-A,27/10/2018,
KR-20180137251-A,16/06/2017,
KR-20190120559-A,16/04/2018,
KR-102559827-B1,12/04/2021,
KR-20190136610-A,31/05/2018,
KR-20200040248-A,23/08/2017,
KR-20200056110-A,14/11/2018,
KR-20200061531-A,26/11/2018,
KR-20200080284-A,19/01/2018,
KR-20200094407-A,30/01/2019,
KR-20200097147-A,07/02/2019,
KR-20200099041-A,13/02/2019,
KR-20220012867-A,27/05/2019,
KR-20210036921-A,29/08/2018,
KR-20200054904-A,12/11/2018,
KR-20220093198-A,08/11/2019,
KR-20220115571-A,18/12/2019,
KR-20210108328-A,25/02/2020,
KR-20210040297-A,15/07/2020,
KR-20210098401-A,22/07/2020,
KR-20190045753-A,24/10/2017,
KR-20190114432-A,30/03/2018,
KR-20190083295-A,03/01/2018,
KR-20200008413-A,16/07/2018,
KR-20200013206-A,29/07/2018,
KR-102313571-B1,17/02/2020,
KR-102233468-B1,25/11/2019,
KR-102235406-B1,02/11/2020,
KR-102295113-B1,20/11/2020,
KR-102238784-B1,18/12/2020,
KR-102323523-B1,10/11/2020,
KR-102343432-B1,16/06/2021,
KR-102443019-B1,16/02/2022,
KR-20200105689-A,13/06/2018,
KR-20190000747-A,24/06/2017,
KR-102041341-B1,14/09/2017,
KR-20200139707-A,03/04/2018,
KR-20200101490-A,29/01/2019,
KR-20200018893-A,13/08/2018,
KR-20200018069-A,10/08/2018,
KR-20190024601-A,28/08/2017,
KR-20200015517-A,04/05/2017,
KR-102096654-B1,14/11/2018,
KR-102096651-B1,14/11/2018,
KR-102096658-B1,14/11/2018,
KR-102096652-B1,14/11/2018,
KR-102096653-B1,14/11/2018,
KR-102096657-B1,14/11/2018,
KR-102096656-B1,14/11/2018,
KR-102096655-B1,14/11/2018,
KR-102096650-B1,14/11/2018,
KR-102096649-B1,14/11/2018,
KR-102354776-B1,04/03/2019,
KR-102096648-B1,14/11/2018,
KR-20210097145-A,30/11/2018,
KR-20200018967-A,13/08/2018,
KR-20200076714-A,23/10/2017,
KR-20190127512-A,04/05/2018,
KR-102114808-B1,16/01/2018,
KR-20220078605-A,10/10/2018,
KR-20220013548-A,17/04/2019,
KR-20210126152-A,10/04/2019,
KR-20220163492-A,10/04/2019,
KR-20190114434-A,30/03/2018,
KR-20130130040-A,09/03/2011,
KR-20190107109-A,31/01/2017,
KR-102483037-B1,13/06/2018,
KR-102265788-B1,03/09/2018,
KR-102144614-B1,16/07/2018,6.0
KR-102497579-B1,30/05/2018,6.0
KR-102252086-B1,30/03/2018,6.0
KR-20200046947-A,26/10/2018,10.0
KR-20220004127-A,28/06/2019,9.0
KR-20210096693-A,14/02/2019,9.0
KR-20210058744-A,13/11/2019,9.0
KR-102407187-B1,05/04/2017,6.0
KR-20200142070-A,16/05/2018,9.0
KR-102295236-B1,28/10/2020,5.0
KR-102157171-B1,07/04/2020,5.0
KR-102336904-B1,17/12/2019,5.0
KR-102307574-B1,11/11/2019,5.0
KR-102120882-B1,11/09/2019,6.0
KR-102473344-B1,29/08/2018,5.0
KR-20190107601-A,12/03/2018,6.0
KR-102074381-B1,15/04/2019,5.0
KR-102044871-B1,12/04/2019,5.0
KR-20200006493-A,10/07/2018,6.0
KR-102207560-B1,07/02/2019,5.0
KR-102394999-B1,19/01/2018,5.0
KR-20210026545-A,30/08/2019,8.0
KR-102315791-B1,30/11/2018,5.0
KR-102183312-B1,14/11/2018,5.0
KR-102160664-B1,13/08/2018,5.0
KR-20200118303-A,04/04/2019,8.0
KR-102034090-B1,12/10/2017,5.0
KR-20190054738-A,14/11/2017,9.0
KR-102450411-B1,09/05/2018,5.0
KR-102089852-B1,16/04/2018,5.0
KR-20190018869-A,16/08/2017,9.0
KR-20200096248-A,13/12/2017,8.0
KR-20200002227-A,29/06/2018,8.0
KR-20210131311-A,19/12/2018,7.0
KR-20210035851-A,02/08/2018,7.0
KR-20200107769-A,04/03/2019,7.0
KR-20200089971-A,18/01/2019,7.0
KR-102103177-B1,20/11/2019,4.0
KR-102121475-B1,29/09/2019,4.0
KR-102051350-B1,05/09/2019,4.0
KR-102095681-B1,03/09/2019,4.0
KR-102213839-B1,11/07/2019,4.0
KR-102030047-B1,30/04/2019,4.0
KR-102542631-B1,18/04/2019,4.0
KR-102276795-B1,28/03/2019,4.0
KR-102208411-B1,07/11/2018,4.0
KR-102163274-B1,22/06/2018,4.0
KR-20200094757-A,24/11/2017,7.0
KR-20210072321-A,09/12/2019,6.0
KR-20190134296-A,25/05/2018,7.0
KR-20190068825-A,11/12/2017,7.0
KR-20220006623-A,26/06/2019,6.0
KR-20220006234-A,08/07/2020,2.0
KR-20190124369-A,26/04/2018,4.0
KR-20190115553-A,03/04/2018,3.0
KR-20190114292-A,29/03/2018,3.0
KR-20190120680-A,16/04/2018,4.0
KR-102092410-B1,16/04/2018,4.0
KR-101973629-B1,14/02/2019,3.0
KR-20190114536-A,30/03/2018,4.0
KR-20200095900-A,01/02/2019,3.0
KR-20190112358-A,26/03/2018,4.0
KR-20200094441-A,30/01/2019,3.0
KR-20220140775-A,19/02/2020,2.0
KR-20190001500-A,23/02/2018,3.0
KR-20190100740-A,21/02/2018,3.0
KR-20200088740-A,15/01/2019,3.0
KR-102089912-B1,13/11/2019,3.0
KR-101000871-B1,16/01/2009,8.0
KR-20190093249-A,01/02/2018,3.0
KR-102077334-B1,01/02/2018,3.0
KR-20200069194-A,06/12/2018,3.0
KR-20230017496-A,28/07/2021,2.0
KR-20200093475-A,25/01/2019,2.0
KR-102118947-B1,31/12/2018,3.0
KR-20210142823-A,19/05/2020,2.0
KR-20200069192-A,06/12/2018,3.0
KR-102319744-B1,06/12/2018,3.0
KR-20210140851-A,14/05/2020,2.0
KR-20220017926-A,14/05/2019,2.0
KR-102079819-B1,08/02/2018,4.0
KR-20190096231-A,08/02/2018,4.0
KR-20220010534-A,16/05/2019,2.0
KR-101944528-B1,17/01/2018,4.0
KR-101973592-B1,20/12/2017,3.0
KR-20200061802-A,26/11/2018,3.0
KR-102354736-B1,06/07/2021,2.0
KR-102280061-B1,03/12/2020,3.0
KR-102527210-B1,27/11/2020,2.0
KR-20210084380-A,11/07/2019,2.0
KR-20220121227-A,12/08/2020,1.0
KR-102273932-B1,20/11/2020,2.0
KR-20200048191-A,29/10/2018,3.0
KR-102156090-B1,27/03/2020,2.0
KR-20200041163-A,11/10/2018,3.0
KR-102220599-B1,11/10/2018,3.0
KR-20200059136-A,20/11/2018,3.0
KR-20200021900-A,21/08/2018,3.0
KR-20210112678-A,05/03/2020,2.0
KR-102318496-B1,05/03/2020,2.0
KR-20190049038-A,01/11/2017,4.0
KR-101953090-B1,01/11/2017,4.0
KR-20180115402-A,13/04/2017,12.0
KR-20200034060-A,20/09/2018,3.0
KR-20230078493-A,26/11/2021,1.0
KR-102142524-B1,20/02/2020,2.0
KR-102113347-B1,20/02/2020,2.0
KR-20200025695-A,31/08/2018,3.0
KR-20200021349-A,20/08/2018,3.0
KR-102073591-B1,16/07/2019,3.0
KR-102154292-B1,16/08/2018,3.0
KR-20200020122-A,16/08/2018,3.0
KR-20210008687-A,15/07/2019,3.0
KR-102304624-B1,29/01/2020,2.0
KR-102245929-B1,29/01/2020,2.0
KR-20220156504-A,02/04/2020,1.0
KR-20200083145-A,28/12/2018,3.0
KR-102050136-B1,21/07/2017,3.0
KR-102228105-B1,21/06/2019,3.0
KR-20200145211-A,21/06/2019,3.0
KR-102460170-B1,06/07/2022,1.0
KR-20200013140-A,17/07/2018,3.0
KR-20200007349-A,13/07/2018,3.0
KR-102103741-B1,11/01/2018,1.0
KR-102135403-B1,31/10/2019,1.0
KR-102118646-B1,20/11/2017,1.0
KR-20220046191-A,07/10/2020,1.0
KR-102085695-B1,02/07/2018,1.0
KR-20200101140-A,19/02/2019,1.0
KR-20200099419-A,14/02/2019,1.0
KR-20220049753-A,15/10/2020,1.0
KR-20200097066-A,07/02/2019,1.0
KR-20200095204-A,31/01/2019,1.0
KR-102110561-B1,23/05/2018,1.0
KR-20200094439-A,30/01/2019,1.0
KR-20200094532-A,30/01/2019,1.0
KR-20220039349-A,22/09/2020,1.0
KR-20210035757-A,24/09/2019,1.0
KR-102019478-B1,17/05/2018,1.0
KR-20220037581-A,18/09/2020,1.0
KR-20220037277-A,17/09/2020,1.0
KR-102003733-B1,20/04/2018,1.0
KR-102201950-B1,17/04/2018,1.0
KR-20170136294-A,01/06/2016,2.0
KR-20200094380-A,30/01/2019,1.0
KR-102118620-B1,11/04/2018,1.0
KR-102475434-B1,05/04/2018,1.0
KR-20220027408-A,27/08/2020,1.0
KR-20220027335-A,26/08/2020,1.0
KR-20220025456-A,24/08/2020,1.0
KR-101933658-B1,23/03/2018,1.0
KR-102057952-B1,21/03/2018,1.0
KR-20220065844-A,20/09/2019,1.0
KR-102086234-B1,11/07/2018,1.0
KR-20210020838-A,16/08/2019,1.0
KR-102088952-B1,20/02/2018,1.0
KR-20220020572-A,12/08/2020,1.0
KR-20210076827-A,16/12/2019,1.0
KR-20200094522-A,30/01/2019,1.0
KR-20200093777-A,29/01/2019,1.0
KR-20200107881-A,24/07/2020,1.0
KR-102314495-B1,03/01/2020,2.0
KR-102360911-B1,02/01/2019,2.0
KR-20200102262-A,21/02/2019,1.0
KR-102541351-B1,04/01/2018,1.0
KR-102179078-B1,31/10/2017,1.0
KR-20210145415-A,25/05/2020,1.0
KR-20200062099-A,30/03/2018,1.0
KR-20210001915-A,26/06/2019,1.0
KR-20220024124-A,24/05/2019,1.0
KR-20210132526-A,27/04/2020,1.0
KR-20210125161-A,08/04/2020,1.0
KR-20220055295-A,26/10/2020,1.0
KR-20200043320-A,08/04/2020,1.0
KR-20200037201-A,02/04/2020,1.0
KR-20210117089-A,18/03/2020,1.0
KR-20210053132-A,01/11/2019,1.0
KR-20210111587-A,03/03/2020,1.0
KR-20210111066-A,02/03/2020,1.0
KR-20210107478-A,24/02/2020,3.0
KR-20210107456-A,24/02/2020,1.0
KR-102147085-B1,16/12/2019,2.0
KR-20210106602-A,20/02/2020,1.0
KR-20210099814-A,05/02/2020,
KR-20210097946-A,31/01/2020,1.0
KR-20210094958-A,22/01/2020,1.0
KR-20210090800-A,12/01/2020,1.0
