id,priority_date,cite_number
KR-20210086749-A,30/12/2019,1.0
KR-20210083625-A,27/12/2019,1.0
KR-20210080748-A,23/12/2019,1.0
KR-20210079978-A,20/12/2019,1.0
KR-20210103523-A,20/12/2018,1.0
KR-20210077136-A,17/12/2019,1.0
KR-20210076666-A,16/12/2019,1.0
KR-20210075654-A,13/12/2019,1.0
KR-20210053774-A,12/12/2019,1.0
KR-20210072457-A,09/12/2019,1.0
KR-20210069517-A,03/12/2019,1.0
KR-102337836-B1,11/11/2019,
KR-20210067177-A,29/11/2019,1.0
KR-20210066247-A,28/11/2019,1.0
KR-20210066230-A,28/11/2019,1.0
KR-20210065315-A,27/11/2019,1.0
KR-20210065668-A,27/11/2019,1.0
KR-20210063619-A,25/11/2019,2.0
KR-20210060599-A,21/11/2018,1.0
KR-20210060982-A,19/11/2019,1.0
KR-20210113405-A,18/11/2019,
KR-20210056747-A,11/11/2019,
KR-20210049421-A,25/10/2019,1.0
KR-20210048861-A,24/10/2019,
KR-20210048241-A,23/10/2019,1.0
KR-20210048011-A,22/10/2019,
KR-20210044472-A,15/10/2019,
KR-20210074358-A,17/10/2018,1.0
KR-20210039603-A,02/10/2019,
KR-20200026170-A,31/08/2018,
KR-20210026946-A,02/09/2019,1.0
KR-20210023132-A,22/08/2019,1.0
KR-20210022852-A,21/08/2019,1.0
KR-20210019771-A,13/08/2019,1.0
KR-20210017402-A,08/08/2019,1.0
KR-20210014278-A,30/07/2019,1.0
KR-20210013915-A,29/07/2019,1.0
KR-20210011139-A,22/07/2019,
KR-20210010108-A,19/07/2019,1.0
KR-20210004393-A,04/07/2019,1.0
KR-20200145028-A,20/06/2019,1.0
KR-20200144755-A,19/06/2019,1.0
KR-20200144374-A,18/06/2019,1.0
KR-20200139960-A,05/06/2019,1.0
KR-20200140094-A,05/06/2019,1.0
KR-20200107712-A,07/03/2019,1.0
KR-20200139007-A,03/06/2019,1.0
KR-20200139012-A,03/06/2019,
KR-20200133140-A,18/05/2019,1.0
KR-20200014682-A,10/05/2019,1.0
KR-20200129939-A,10/05/2019,1.0
KR-20200127579-A,03/05/2019,1.0
KR-20200127600-A,03/05/2019,1.0
KR-20200124846-A,25/04/2019,1.0
KR-20200123976-A,23/04/2019,1.0
KR-20200128231-A,19/04/2019,1.0
KR-20200119493-A,10/04/2019,
KR-20200118612-A,08/04/2019,
KR-20200117473-A,04/04/2019,1.0
KR-20200115786-A,26/03/2019,1.0
KR-20200112055-A,20/03/2019,
KR-20200110832-A,18/03/2019,1.0
KR-20210096287-A,15/03/2019,1.0
KR-20200109639-A,13/03/2019,
KR-20200107342-A,07/03/2019,1.0
KR-20190081260-A,29/12/2017,1.0
KR-20200106210-A,04/01/2018,1.0
KR-20190085616-A,11/01/2018,1.0
KR-20200106603-A,05/03/2019,
KR-20190093289-A,01/02/2018,1.0
KR-20190097478-A,12/02/2018,1.0
KR-20190101078-A,22/02/2018,1.0
KR-20190099983-A,20/02/2018,
KR-20200106369-A,04/03/2019,
KR-20190110399-A,20/03/2018,1.0
KR-20190110668-A,21/03/2018,
KR-20190115552-A,03/04/2018,1.0
KR-20190115555-A,03/04/2018,
KR-20190115554-A,03/04/2018,1.0
KR-20190115556-A,03/04/2018,1.0
KR-20190116838-A,05/04/2018,1.0
KR-20190118795-A,11/04/2018,1.0
KR-20190121077-A,17/04/2018,1.0
KR-20190124107-A,25/04/2018,
KR-20190125776-A,30/04/2018,1.0
KR-20190126652-A,02/05/2018,
KR-20190128033-A,06/05/2018,
KR-20190128480-A,08/05/2018,
KR-20190141495-A,14/06/2018,1.0
KR-20190133491-A,23/05/2018,
KR-20190136617-A,31/05/2018,
KR-20190136845-A,31/05/2018,
KR-20190143115-A,20/06/2018,
KR-20200000583-A,25/06/2018,
KR-20200003501-A,02/07/2018,1.0
KR-20200006243-A,10/07/2018,
KR-20200009836-A,20/07/2018,1.0
KR-20200011269-A,24/07/2018,
KR-20200013300-A,30/07/2018,1.0
KR-20200014121-A,31/07/2018,1.0
KR-20200021382-A,20/08/2018,1.0
KR-20200025907-A,31/08/2018,1.0
KR-20200026627-A,03/09/2018,
KR-20200035516-A,27/09/2018,
KR-20200042093-A,12/10/2018,1.0
KR-20200046995-A,26/10/2018,
KR-20200048492-A,30/10/2018,
KR-20200048551-A,30/10/2018,1.0
KR-20200048482-A,30/10/2018,
KR-20200048527-A,30/10/2018,1.0
KR-20200048521-A,30/10/2018,1.0
KR-20200048487-A,30/10/2018,1.0
KR-20200048548-A,30/10/2018,1.0
KR-20200048547-A,30/10/2018,1.0
KR-20210020851-A,26/10/2020,
KR-102149042-B1,30/07/2018,1.0
KR-20220062217-A,07/11/2020,1.0
KR-20220065256-A,13/11/2020,
KR-20220065265-A,13/11/2020,
KR-20220067277-A,17/11/2020,1.0
KR-20210060356-A,18/11/2019,1.0
KR-20220068687-A,19/11/2020,1.0
KR-20220073552-A,26/11/2020,
KR-20210067955-A,29/11/2019,1.0
KR-20200143307-A,04/12/2020,
KR-101995349-B1,12/10/2018,1.0
KR-101975471-B1,16/10/2018,
KR-102079786-B1,25/10/2018,1.0
KR-102128858-B1,26/10/2018,1.0
KR-102187293-B1,05/11/2018,1.0
KR-102119611-B1,05/11/2018,1.0
KR-102072993-B1,08/11/2018,1.0
KR-102180854-B1,23/11/2018,1.0
KR-101989902-B1,23/11/2018,1.0
KR-20220094930-A,29/12/2020,1.0
KR-102108654-B1,30/11/2018,1.0
KR-20220098554-A,04/01/2021,1.0
KR-102146133-B1,10/12/2018,1.0
KR-20220099064-A,05/01/2021,
KR-102172514-B1,21/12/2018,
KR-102217588-B1,24/12/2018,
KR-20220066801-A,16/11/2020,
KR-102192032-B1,26/12/2018,
KR-102208171-B1,27/12/2018,
KR-102052066-B1,28/12/2018,
KR-102096643-B1,31/12/2018,
KR-102210962-B1,31/12/2018,
KR-102260226-B1,08/01/2019,
KR-102130961-B1,09/01/2019,
KR-102152259-B1,10/01/2019,
KR-102195830-B1,11/01/2019,
KR-102194631-B1,11/01/2019,
KR-20220105803-A,21/01/2021,
KR-102170025-B1,25/01/2018,
KR-102206074-B1,22/01/2019,
KR-102194048-B1,28/01/2019,
KR-102289138-B1,30/01/2019,
KR-102166673-B1,07/02/2019,
KR-20220112414-A,04/02/2021,
KR-102254127-B1,14/02/2019,
KR-101973632-B1,14/02/2019,
KR-101975213-B1,14/02/2019,
KR-102021044-B1,18/02/2019,
KR-102168163-B1,21/02/2019,
KR-102140460-B1,25/02/2019,
KR-102040907-B1,04/03/2019,
KR-102139551-B1,07/03/2019,
KR-102090699-B1,28/03/2019,
KR-20210038453-A,09/12/2020,
KR-20220164778-A,06/04/2020,
KR-102052299-B1,22/04/2019,
KR-102146914-B1,23/04/2019,
KR-102139549-B1,26/04/2019,
KR-102221657-B1,03/05/2019,
KR-102201389-B1,03/05/2019,
KR-102123487-B1,10/05/2019,
KR-102083757-B1,17/05/2019,
KR-102167026-B1,24/05/2019,
KR-102162763-B1,31/05/2019,
KR-102308185-B1,03/06/2019,
KR-102181493-B1,12/06/2019,
KR-20210046606-A,15/07/2020,
KR-102342752-B1,19/06/2019,
KR-102245032-B1,20/06/2019,
KR-102133886-B1,27/06/2019,
KR-102036813-B1,22/07/2019,
KR-102228214-B1,22/07/2019,
KR-102099234-B1,24/07/2019,
KR-102257368-B1,29/07/2019,
KR-102183064-B1,01/08/2019,
KR-102222356-B1,08/08/2019,
KR-102373587-B1,22/08/2019,
KR-102392430-B1,31/08/2018,
KR-20230009506-A,14/05/2020,
KR-102212963-B1,06/09/2019,
KR-102078607-B1,10/09/2019,
KR-102311354-B1,19/09/2019,
KR-102344412-B1,02/10/2019,
KR-102221736-B1,27/08/2019,
KR-102152537-B1,10/10/2019,
KR-102304731-B1,15/10/2019,
KR-102272008-B1,23/10/2019,
KR-102216858-B1,30/10/2019,
KR-20220040829-A,24/09/2020,
KR-102094938-B1,08/11/2019,
KR-102151939-B1,18/11/2019,
KR-102121245-B1,19/11/2019,
KR-102342021-B1,25/11/2019,
KR-20230000734-A,25/06/2021,
KR-102147283-B1,16/12/2019,
KR-102317656-B1,26/12/2019,
KR-102482357-B1,09/08/2019,
KR-102373711-B1,31/01/2020,
KR-102164156-B1,14/02/2020,
KR-20210105317-A,24/12/2020,
KR-20210103450-A,02/04/2020,
KR-102340903-B1,01/11/2019,
KR-102203811-B1,30/03/2020,
KR-20190048227-A,31/10/2017,
KR-20190110370-A,20/03/2018,
KR-102160379-B1,20/04/2020,
KR-20200048908-A,31/10/2018,
KR-20200093345-A,28/01/2019,
KR-20200092033-A,24/01/2019,
KR-102347022-B1,07/10/2019,
KR-102356725-B1,27/04/2020,
KR-102124942-B1,07/10/2019,
KR-102364801-B1,24/09/2019,
KR-20200051218-A,05/11/2018,
KR-20200051219-A,05/11/2018,
KR-20200087648-A,11/01/2019,
KR-20200055411-A,13/11/2018,
KR-20200061163-A,23/11/2018,
KR-20200060971-A,23/11/2018,
KR-20200094154-A,30/11/2017,
KR-20200061819-A,26/11/2018,
KR-20200065507-A,30/11/2018,
KR-20200071834-A,03/12/2018,
KR-102188260-B1,27/04/2020,
KR-20200068836-A,06/12/2018,
KR-102118443-B1,23/09/2019,
KR-102211937-B1,29/04/2020,
KR-20200070952-A,10/12/2018,
KR-102213296-B1,07/05/2020,
KR-20200075143-A,13/12/2018,
KR-20200073334-A,13/12/2018,
KR-20200073618-A,14/12/2018,
KR-20160009716-A,16/07/2014,
KR-102297975-B1,20/09/2019,
KR-20220066823-A,16/11/2020,
KR-102178673-B1,20/05/2020,
KR-102204313-B1,17/09/2019,
KR-20190075264-A,21/12/2017,
KR-20200092210-A,24/01/2019,
KR-20200074362-A,14/12/2018,
KR-102340881-B1,03/06/2020,
KR-20200075685-A,18/12/2018,
KR-20200077830-A,21/12/2018,
KR-20190080592-A,28/12/2017,
KR-20200090582-A,21/01/2019,
KR-20190090700-A,25/01/2018,
KR-102269753-B1,16/08/2019,
KR-20190090520-A,25/01/2018,
KR-20190097683-A,13/02/2018,
KR-102251607-B1,10/12/2019,
KR-102258064-B1,28/07/2020,
KR-20200078069-A,21/12/2018,
KR-20190099365-A,17/02/2018,
KR-102240202-B1,06/08/2020,
KR-102172645-B1,11/08/2020,
KR-20200016157-A,06/08/2018,
KR-102252613-B1,12/08/2020,
KR-102389522-B1,26/08/2020,
KR-20200084416-A,24/12/2018,
KR-20200079786-A,26/12/2018,
KR-102428601-B1,27/08/2020,
KR-20190112452-A,26/03/2018,
KR-20190113162-A,27/03/2018,
KR-20190113075-A,27/03/2018,
KR-20190114422-A,30/03/2018,
KR-20190114425-A,30/03/2018,
KR-20190115933-A,04/04/2018,
KR-102495474-B1,18/09/2020,
KR-20200079877-A,26/12/2018,
KR-20190118361-A,10/04/2018,
KR-102536509-B1,24/09/2020,
KR-20190119911-A,13/04/2018,
KR-20190120563-A,16/04/2018,
KR-20190121959-A,19/04/2018,
KR-20190125806-A,30/04/2018,
KR-102407482-B1,15/10/2020,
KR-20190126992-A,03/05/2018,
KR-20190129627-A,11/05/2018,
KR-102511012-B1,26/10/2020,
KR-20190132160-A,18/05/2018,
KR-102400402-B1,18/11/2019,
KR-20190138927-A,07/06/2018,
KR-102311462-B1,19/11/2020,
KR-20190140550-A,12/06/2018,
KR-102279377-B1,24/11/2020,
KR-20190142561-A,18/06/2018,
KR-102435188-B1,29/11/2019,
KR-20190143106-A,20/06/2018,
KR-20190095067-A,22/06/2018,
KR-102408072-B1,04/12/2020,
KR-20200001178-A,27/06/2018,
KR-102252609-B1,23/12/2020,
KR-20200008477-A,16/07/2018,
KR-20200012394-A,27/07/2018,
KR-20200017584-A,27/07/2018,
KR-20200012649-A,27/07/2018,
KR-20200012375-A,27/07/2018,
KR-102536067-B1,04/01/2021,
KR-20200021032-A,19/08/2018,
KR-20190117353-A,06/04/2018,
KR-102457915-B1,04/02/2021,
KR-20200030249-A,12/09/2018,
KR-20200031857-A,17/09/2018,
KR-20200041607-A,12/10/2018,
KR-20200046898-A,26/10/2018,
KR-20200048458-A,30/10/2018,
KR-20200079931-A,26/12/2018,
KR-20200051262-A,05/11/2018,
KR-20200052551-A,07/11/2018,
KR-20200053239-A,08/11/2018,
KR-102485228-B1,15/07/2020,
KR-20200054789-A,12/11/2018,
KR-20200057564-A,16/11/2018,
KR-20200059382-A,20/11/2018,
KR-20200065307-A,30/11/2018,
KR-20200071564-A,11/12/2018,
KR-20200078002-A,21/12/2018,
KR-20200078937-A,24/12/2018,
KR-20200072371-A,12/12/2018,
KR-20200082390-A,28/12/2018,
KR-20200081735-A,28/12/2018,
KR-102337675-B1,27/05/2021,
KR-102497118-B1,25/06/2021,
KR-20200033089-A,19/09/2018,
KR-20200093262-A,28/01/2019,
KR-20200094983-A,31/01/2019,
KR-20200097107-A,07/02/2019,
KR-20200033096-A,19/09/2018,
KR-20200100472-A,18/02/2019,
KR-20200102293-A,21/02/2019,
KR-20200107343-A,07/03/2019,
KR-20200113103-A,22/03/2019,
KR-20200115902-A,28/03/2019,
KR-101922813-B1,18/09/2017,
KR-20200120233-A,12/04/2019,
KR-20200122061-A,17/04/2019,
KR-20200122558-A,18/04/2019,
KR-20200125278-A,26/04/2019,
KR-20200125279-A,26/04/2019,
KR-20200126061-A,29/04/2019,
KR-20200130994-A,13/05/2019,
KR-20200134622-A,22/05/2019,
KR-20200137154-A,29/05/2019,
KR-101933134-B1,12/12/2017,
KR-20200140129-A,05/06/2019,
KR-102468192-B1,30/10/2019,
KR-102018277-B1,28/12/2017,
KR-102050153-B1,12/01/2018,
KR-20210002881-A,01/07/2019,
KR-102059175-B1,25/01/2018,
KR-102431144-B1,26/11/2021,
KR-101643269-B1,02/10/2014,
KR-20210009142-A,16/07/2019,
KR-102104646-B1,13/02/2018,
KR-20200080846-A,27/12/2018,
KR-102055748-B1,26/03/2018,
KR-102101370-B1,27/03/2018,
KR-102216305-B1,30/03/2018,
KR-102216292-B1,30/03/2018,
KR-20210022463-A,20/08/2019,
KR-20210023363-A,23/08/2019,
KR-20210025411-A,27/08/2019,
KR-20200033171-A,19/09/2018,
KR-20200024738-A,28/08/2018,
KR-102089853-B1,16/04/2018,
KR-102035419-B1,18/04/2018,
KR-102003731-B1,20/04/2018,
KR-20210030534-A,09/09/2019,
KR-20200080845-A,27/12/2018,
KR-102437375-B1,12/01/2022,
KR-20210034227-A,20/09/2019,
KR-20210035486-A,24/09/2019,
KR-102467706-B1,18/01/2022,
KR-101922567-B1,23/05/2018,
KR-20210041459-A,07/10/2019,
KR-102461213-B1,06/05/2021,
KR-102028001-B1,11/06/2018,
KR-102062644-B1,18/06/2018,
KR-102107082-B1,25/06/2018,
KR-20210051077-A,29/10/2019,
KR-20210051017-A,29/10/2019,
KR-20210056744-A,11/11/2019,
KR-102180192-B1,27/07/2018,
KR-102121658-B1,27/07/2018,
KR-20210059514-A,15/11/2019,
KR-20210063055-A,22/11/2019,
KR-20210063730-A,25/11/2019,
KR-102181078-B1,19/08/2018,
KR-102176062-B1,20/08/2018,
KR-102503373-B1,12/09/2018,
KR-20210106532-A,21/12/2018,
KR-20210099623-A,02/01/2019,
KR-20210087721-A,03/01/2020,
KR-102119963-B1,26/10/2018,
KR-102190236-B1,31/07/2018,
KR-102157208-B1,05/11/2018,
KR-102001068-B1,13/11/2018,
KR-102124440-B1,19/11/2018,
KR-102175199-B1,20/11/2018,
KR-102086688-B1,06/12/2018,
KR-102024372-B1,07/12/2018,
KR-102470154-B1,22/04/2022,
KR-102117063-B1,12/12/2018,
KR-20200081156-A,27/12/2018,
KR-102263626-B1,19/09/2018,
KR-102423989-B1,02/05/2022,
KR-102008159-B1,16/01/2019,
KR-102519186-B1,18/02/2019,
KR-102244067-B1,07/03/2019,
KR-102030171-B1,11/03/2019,
KR-20200082817-A,31/12/2018,
KR-102040908-B1,27/03/2019,
KR-102121147-B1,25/01/2019,
KR-20200085085-A,04/01/2019,
KR-20200086402-A,08/01/2019,
KR-102205411-B1,17/04/2019,
KR-20200086943-A,10/01/2019,
KR-102306721-B1,18/04/2019,
KR-20200092486-A,10/01/2019,
KR-102228210-B1,29/04/2019,
KR-102081777-B1,15/05/2019,
KR-102051257-B1,16/05/2019,
KR-102280249-B1,23/05/2018,
KR-102248270-B1,23/05/2019,
KR-20200087467-A,11/01/2019,
KR-102182072-B1,05/06/2019,
KR-102095347-B1,20/06/2019,
KR-102141760-B1,27/06/2019,
KR-20200087418-A,11/01/2019,
KR-102330005-B1,11/03/2019,
KR-102075956-B1,29/12/2017,
KR-102412511-B1,28/08/2020,
KR-101877850-B1,21/07/2017,
KR-20190003134-U,13/06/2018,
KR-20200134944-A,24/05/2019,
KR-102133659-B1,04/08/2017,
KR-20210043520-A,01/04/2021,
KR-102114131-B1,31/05/2018,
KR-20190136705-A,31/05/2018,
KR-102149999-B1,20/07/2020,
KR-102150953-B1,02/05/2019,
KR-20190130933-A,15/05/2018,
KR-20220013846-A,27/07/2020,
KR-20220035189-A,23/07/2019,
KR-101210027-B1,26/08/2011,
KR-20190124612-A,26/04/2018,
KR-102051372-B1,26/04/2018,
KR-20200120015-A,11/04/2019,
KR-102038088-B1,03/04/2019,
KR-102410006-B1,08/07/2020,
KR-20200114188-A,28/03/2019,
KR-102465467-B1,22/02/2021,
KR-102054581-B1,30/03/2018,
KR-102310227-B1,18/03/2019,
KR-102216276-B1,15/03/2018,
KR-20210106911-A,20/02/2020,
KR-101949712-B1,29/06/2018,7.0
KR-20200126794-A,30/04/2019,6.0
KR-102267310-B1,02/01/2018,4.0
KR-102182849-B1,23/01/2019,4.0
KR-102284422-B1,01/02/2019,4.0
KR-102308172-B1,15/03/2019,4.0
KR-102452250-B1,18/03/2019,4.0
KR-102255291-B1,08/04/2019,4.0
KR-20210055734-A,26/04/2019,12.0
KR-102288521-B1,22/12/2017,8.0
KR-102516673-B1,20/12/2017,8.0
KR-20210107727-A,20/12/2018,12.0
KR-20210072794-A,02/10/2018,
KR-102026956-B1,17/10/2017,
KR-102382272-B1,19/07/2021,
KR-102293888-B1,26/06/2019,
KR-102332620-B1,16/07/2019,
KR-102151615-B1,07/09/2018,
KR-102112682-B1,21/08/2019,
KR-102022453-B1,05/09/2018,
KR-102141173-B1,30/08/2019,4.0
KR-102215978-B1,17/09/2019,
KR-102250586-B1,23/09/2019,
KR-102116137-B1,07/11/2019,
KR-102122608-B1,26/11/2019,
KR-102201679-B1,12/06/2020,
KR-20200105998-A,28/02/2019,
KR-20190030317-A,14/09/2017,
KR-102532057-B1,28/10/2020,
KR-20210035230-A,21/07/2018,
KR-20210009791-A,18/07/2019,
KR-20210001896-A,23/03/2020,
KR-20220011165-A,21/05/2019,
KR-20190117829-A,12/03/2018,
KR-20220091560-A,21/05/2020,
KR-20200020735-A,20/06/2017,
KR-20200020736-A,20/06/2017,
KR-20200066256-A,27/11/2018,
KR-102024991-B1,26/09/2017,
KR-102525157-B1,12/12/2017,
KR-102360386-B1,02/06/2017,
KR-102050007-B1,07/03/2017,
KR-102140140-B1,31/05/2018,
KR-20200112636-A,18/03/2019,
KR-20200113602-A,26/03/2019,
KR-102198335-B1,13/09/2018,
KR-20200133881-A,20/05/2019,
KR-102178583-B1,13/11/2018,
KR-102178330-B1,14/11/2017,
KR-102132539-B1,26/11/2018,
KR-102152030-B1,01/08/2018,
KR-102416893-B1,20/03/2018,
KR-102118178-B1,24/04/2019,
KR-102203189-B1,27/06/2019,
KR-20210091677-A,14/01/2020,
KR-102095944-B1,23/10/2019,
KR-102248727-B1,13/12/2019,
KR-20200067282-A,03/12/2018,
KR-102406020-B1,18/06/2019,
KR-102267735-B1,18/11/2020,
KR-102426884-B1,06/01/2020,
KR-102404913-B1,08/03/2022,
KR-102484554-B1,14/03/2022,
KR-102559881-B1,12/06/2018,
KR-102015700-B1,23/08/2017,
KR-102384321-B1,05/04/2017,
KR-20200136482-A,30/08/2018,
KR-20210038658-A,19/04/2019,
KR-20220035050-A,10/06/2019,
KR-20190122843-A,11/04/2017,
KR-20200054126-A,07/11/2018,
KR-102217987-B1,22/11/2018,
KR-102232641-B1,13/12/2017,
KR-102210429-B1,30/04/2019,
KR-102187861-B1,10/07/2018,
KR-102339194-B1,07/09/2018,
KR-102354536-B1,29/03/2019,
KR-102566892-B1,26/06/2019,
KR-102179497-B1,13/04/2020,
KR-20200105997-A,28/02/2019,
KR-102120942-B1,27/07/2018,
KR-102170253-B1,27/07/2018,
KR-102189554-B1,04/09/2017,
KR-20190108074-A,13/03/2018,
KR-20200090155-A,21/11/2017,
KR-102236341-B1,28/02/2019,
KR-20180128874-A,14/11/2018,
KR-20190025942-A,05/07/2016,
KR-20200083931-A,29/12/2018,
KR-102181136-B1,15/11/2018,
KR-102044008-B1,07/05/2019,
KR-20230098755-A,02/03/2021,
KR-20200083935-A,29/12/2018,
KR-20220047234-A,11/05/2020,
KR-20220013406-A,24/05/2019,
KR-20220012344-A,24/05/2019,
KR-20210029702-A,06/09/2019,
KR-20220037849-A,18/09/2020,
KR-20220064067-A,11/11/2020,
KR-20220144844-A,24/02/2020,
KR-20220088267-A,18/12/2020,
KR-20220074971-A,27/05/2020,
KR-20220102605-A,06/09/2019,
KR-20220124674-A,29/04/2020,
KR-20200012371-A,27/07/2018,
KR-20200012543-A,27/07/2018,
KR-20200014649-A,01/08/2018,
KR-20210095093-A,22/01/2020,
KR-20200028667-A,07/09/2018,
KR-20210129742-A,25/03/2019,
KR-20200115020-A,29/03/2019,
KR-20210050959-A,29/10/2019,
KR-20210005678-A,07/09/2018,
KR-102321834-B1,11/10/2018,
KR-20190088435-A,18/01/2018,
KR-20200040019-A,08/10/2018,
KR-20200083929-A,29/12/2018,
KR-20210035290-A,15/03/2019,
KR-102432248-B1,03/03/2022,
KR-102558212-B1,29/12/2020,
KR-102331039-B1,25/03/2021,
KR-20200051140-A,05/11/2018,
KR-102542880-B1,30/11/2020,
KR-102522381-B1,06/09/2019,
KR-102290481-B1,25/02/2020,
KR-102094705-B1,17/01/2020,
KR-20230004452-A,30/04/2020,
KR-20190096220-A,08/02/2018,6.0
KR-20200055856-A,13/11/2018,4.0
KR-20210110246-A,06/01/2020,5.0
KR-20190036154-A,27/09/2017,6.0
KR-20220122977-A,24/10/2019,5.0
KR-20220069923-A,17/07/2019,5.0
KR-20200041236-A,11/10/2018,4.0
KR-20210149164-A,12/04/2019,5.0
KR-20210145818-A,12/04/2019,5.0
KR-20210102688-A,12/02/2020,
KR-20210102282-A,12/12/2018,
KR-20200028285-A,27/06/2019,
KR-20190140826-A,12/06/2018,
KR-20190122149-A,19/04/2018,
KR-20190117286-A,06/04/2018,
KR-20200135440-A,20/03/2018,
KR-20190093012-A,31/01/2018,
KR-20170142374-A,17/06/2016,
KR-20190082661-A,02/01/2018,
KR-20200116455-A,14/12/2017,
KR-102058683-B1,05/09/2019,
KR-20200067118-A,30/11/2018,
KR-20190055011-A,14/11/2017,
KR-20200048170-A,29/10/2018,
KR-20200030787-A,13/09/2018,
KR-20200088995-A,16/01/2019,
KR-20200091647-A,23/01/2019,
KR-102458298-B1,03/05/2022,
KR-102509199-B1,11/05/2020,
KR-20190134315-A,25/05/2018,
KR-20190125683-A,30/04/2018,
KR-20190120474-A,16/04/2018,
KR-20190078668-A,12/12/2017,5.0
KR-20210117996-A,28/10/2020,4.0
KR-20190005011-A,05/07/2017,
KR-20220051409-A,20/12/2019,
KR-20220024130-A,24/05/2019,
KR-20220012346-A,24/05/2019,
KR-20220038110-A,01/08/2019,
KR-20200141905-A,10/06/2019,
KR-20200096400-A,10/07/2019,
KR-20210127125-A,13/06/2018,
KR-20200118696-A,08/04/2019,
KR-20200111033-A,18/03/2019,
KR-20200096720-A,01/02/2019,
KR-20200093784-A,29/01/2019,
KR-20230073236-A,30/09/2020,
KR-102452271-B1,23/10/2017,
KR-20200077553-A,23/10/2017,
KR-102085140-B1,26/04/2018,
KR-20190106551-A,09/03/2018,
KR-102500497-B1,09/03/2018,
KR-102188979-B1,03/06/2020,
KR-20190111261-A,22/03/2018,
KR-102098803-B1,22/03/2018,
KR-20200094985-A,31/01/2019,
KR-20200092706-A,25/01/2019,
KR-102118586-B1,20/11/2019,
KR-20210138452-A,12/05/2020,
KR-20170142647-A,20/06/2016,
KR-102396824-B1,22/01/2018,
KR-20200097773-A,22/01/2018,
KR-20200087598-A,11/01/2019,
KR-20210055403-A,07/11/2019,
KR-102297192-B1,07/11/2019,
KR-102206026-B1,04/01/2019,
KR-20200093089-A,04/01/2019,
KR-20200145663-A,19/06/2019,
KR-20230042346-A,23/07/2020,
KR-102137784-B1,24/12/2018,
KR-20190068374-A,08/12/2017,
KR-102030905-B1,08/12/2017,
KR-20210046357-A,18/10/2019,
KR-20210045647-A,17/10/2019,
KR-20210126453-A,11/04/2020,
KR-20200070037-A,08/12/2018,
KR-20220082697-A,11/10/2019,
KR-20200064663-A,29/11/2018,
KR-20210120249-A,26/03/2020,
KR-20200057316-A,16/11/2018,
KR-102258722-B1,15/11/2018,
KR-20200056729-A,15/11/2018,
KR-102254917-B1,23/09/2019,
KR-20220074820-A,03/04/2019,
KR-102226951-B1,06/09/2019,
KR-102222804-B1,04/03/2020,
KR-20210109164-A,27/02/2020,
KR-102131206-B1,30/08/2019,
KR-20200022355-A,22/08/2018,
KR-102249864-B1,01/02/2019,
KR-20200096055-A,01/02/2019,
KR-20210158316-A,23/06/2020,
KR-102360809-B1,21/08/2018,
KR-102287729-B1,17/02/2020,
KR-102514928-B1,25/11/2022,
KR-20220052117-A,20/10/2020,
KR-102473672-B1,20/10/2020,
KR-20210096540-A,28/01/2020,
KR-102055880-B1,04/09/2018,
KR-102148386-B1,22/01/2020,
KR-20200022202-A,22/08/2018,
KR-102328106-B1,10/05/2021,
KR-102469076-B1,08/07/2022,
KR-102053253-B1,23/04/2019,
KR-102221366-B1,18/04/2019,
KR-102140325-B1,29/08/2019,
KR-102123112-B1,15/10/2019,
KR-102124049-B1,31/10/2019,
KR-102198950-B1,28/08/2018,
KR-102295471-B1,12/12/2019,
KR-102272810-B1,12/06/2019,
KR-102204605-B1,25/04/2019,
KR-102110397-B1,23/04/2019,
KR-102024155-B1,20/03/2019,
KR-102061448-B1,20/03/2019,
KR-102060428-B1,21/02/2019,
KR-102208704-B1,21/02/2019,
KR-102193753-B1,24/01/2019,
KR-20150130241-A,13/05/2014,
KR-20190048349-A,31/10/2017,
KR-102329779-B1,12/12/2018,
KR-102553877-B1,05/11/2018,
KR-101994371-B1,23/10/2018,
KR-102021082-B1,22/10/2018,
KR-20210067353-A,29/11/2019,
KR-20210066326-A,28/11/2019,
KR-20210041096-A,29/11/2018,
KR-102398788-B1,21/02/2022,
KR-20210017964-A,05/08/2019,
KR-20210041458-A,07/10/2019,
KR-20210041292-A,07/10/2019,
KR-20210063378-A,21/09/2018,
KR-20210030127-A,09/09/2019,
KR-20210030163-A,09/09/2019,
KR-102504930-B1,10/04/2018,
KR-20200033169-A,19/09/2018,
KR-102387015-B1,04/06/2021,
KR-102387014-B1,04/06/2021,
KR-102181601-B1,30/03/2018,
KR-102488075-B1,20/12/2021,
KR-20210013810-A,29/07/2019,
KR-20210007363-A,11/07/2019,
KR-102372960-B1,12/11/2021,
KR-20200142389-A,12/06/2019,
KR-20200141651-A,11/06/2019,
KR-20200139033-A,03/06/2019,
KR-101589980-B1,16/07/2014,
KR-20200132521-A,17/05/2019,
KR-20200130534-A,08/05/2019,
KR-20200124868-A,25/04/2019,
KR-20200125065-A,25/04/2019,
KR-20200108963-A,12/03/2019,
KR-20200107113-A,06/03/2019,
KR-20200100438-A,18/02/2019,
KR-20200033095-A,19/09/2018,
KR-20200094584-A,30/01/2019,
KR-102521327-B1,03/08/2021,
KR-20200093953-A,29/01/2019,
