filingDate,patentNumber
19/03/2021,20210295290
18/03/2021,20210295431
18/03/2021,20210294915
23/03/2020,20210294989
17/06/2020,20210295992
07/07/2020,20210295592
18/03/2021,20210295455
18/03/2021,20210297234
18/03/2021,20210297252
18/03/2020,20210297253
18/03/2020,20210297271
19/03/2020,20210297268
25/02/2021,20210297235
09/04/2020,20210297238
03/03/2017,11128647
28/04/2017,11128607
28/12/2016,11127011
09/11/2015,11126975
16/02/2017,11126976
30/09/2016,11128603
06/07/2020,11126596
08/02/2019,11126853
04/02/2019,11126750
19/04/2019,11127097
04/06/2018,11128467
09/04/2018,11128477
10/09/2019,11128439
17/12/2018,11127000
21/11/2018,11127235
29/05/2020,11128470
08/02/2019,11126613
18/04/2019,11126734
26/10/2018,11126698
06/08/2020,11127003
24/08/2018,11126456
04/09/2018,11128472
12/09/2019,11126945
19/04/2019,11126425
24/12/2018,11126659
04/06/2020,11128441
15/05/2020,11122852
25/03/2019,11128451
27/08/2018,11128438
30/03/2017,11128437
29/03/2021,11128463
11/05/2018,20210287227
09/11/2018,20210287210
03/06/2019,20210287230
13/07/2018,20210288813
26/03/2021,20210287212
02/06/2021,20210286900
02/06/2021,20210287574
02/06/2021,20210288819
02/06/2021,20210287216
05/12/2019,20210287465
05/12/2019,20210287463
05/08/2019,20210287254
11/03/2021,20210289038
11/03/2021,20210288905
11/03/2021,20210289023
28/05/2021,20210287234
31/03/2021,20210287269
13/01/2021,20210288824
16/03/2020,20210288918
28/05/2020,20210288791
16/03/2020,20210288974
11/03/2020,20210288823
26/02/2021,20210286803
12/03/2021,20210286861
22/04/2020,20210286595
11/03/2020,20210286486
16/03/2020,20210287285
13/03/2020,20210287274
03/03/2021,20210284406
15/03/2021,20210286936
16/03/2021,20210287195
13/03/2020,20210287140
16/03/2020,20210287228
09/03/2021,20210287117
22/08/2018,11120088
08/09/2017,11120153
02/03/2018,11120469
12/10/2017,11121870
18/01/2019,11119837
23/04/2019,11117489
19/10/2017,11120363
11/04/2018,11121876
16/01/2018,11122500
16/01/2019,11121881
22/01/2019,11121872
08/08/2019,11120164
12/12/2019,11122087
30/05/2018,11122052
18/09/2018,11121880
18/02/2019,11120434
19/06/2019,11120013
12/02/2020,11118559
15/11/2019,11122704
01/11/2018,11120024
27/12/2018,11121860
23/03/2020,11120513
29/05/2020,11122110
26/03/2019,11120040
20/05/2019,11121877
11/12/2020,11122073
31/07/2018,11121859
14/12/2018,11120438
24/05/2019,20210278823
08/04/2019,20210279989
31/08/2018,20210281570
06/07/2018,20210279736
26/05/2021,20210279372
03/03/2021,20210279828
09/07/2018,20210281428
04/03/2021,20210282009
22/12/2020,20210281417
08/07/2019,20210279014
13/12/2020,20210280074
03/03/2020,20210281411
10/04/2020,20210281906
07/03/2021,20210279727
02/03/2021,20210281921
03/03/2020,20210279757
10/05/2021,20210279690
29/12/2020,20210279255
05/03/2020,20210281419
25/02/2021,20210279660
03/03/2021,20210274895
10/01/2020,20210278984
26/04/2021,20210279305
05/03/2020,20210279741
03/03/2020,20210279284
04/03/2021,20210279358
09/03/2021,20210280306
01/03/2021,20210279797
27/02/2021,20210279796
03/03/2020,20210281578
18/02/2021,20210281569
11/05/2021,20210281427
06/03/2020,20210281421
16/11/2020,20210281433
05/03/2020,20210279205
03/03/2020,20210281396
03/03/2020,20210281395
24/05/2021,20210281410
28/01/2019,11113482
28/04/2016,11113676
30/06/2017,11113699
23/12/2016,11115418
03/01/2018,11113410
29/09/2016,11115205
30/01/2020,11115209
19/12/2019,11113271
22/06/2018,11115390
18/12/2017,11115204
28/04/2020,11113693
15/01/2019,11115218
26/08/2019,11109575
28/01/2020,11113272
29/01/2020,11115188
09/12/2019,11113754
04/03/2020,11115189
02/01/2019,11115186
20/05/2020,11115366
31/05/2019,11115191
15/10/2019,11115912
09/11/2020,11115461
21/11/2020,11113241
21/06/2020,11113191
19/05/2021,20210272140
18/06/2019,20210274308
17/06/2019,20210271665
16/04/2019,20210272132
20/06/2019,20210272111
14/05/2021,20210272665
17/05/2021,20210270729
21/06/2019,20210273809
25/06/2019,20210273819
21/06/2019,20210272117
18/05/2021,20210273818
08/07/2019,20210273780
10/04/2018,20210272184
12/06/2019,20210272087
17/09/2018,20210272107
28/06/2019,20210273814
23/07/2019,20210272037
23/07/2019,20210272076
31/07/2019,20210273807
06/09/2019,20210272113
17/09/2019,20210272114
01/11/2019,20210272473
12/05/2021,20210272077
01/10/2020,20210273787
10/05/2021,20210270229
23/03/2021,20210271299
27/01/2021,20210273785
27/01/2021,20210272134
28/02/2020,20210271744
28/02/2020,20210271750
28/02/2020,20210272120
27/02/2020,20210273931
27/02/2020,20210271765
05/11/2020,20210272405
25/02/2021,20210272112
02/03/2021,20210272106
27/02/2021,20210272104
27/02/2020,20210272109
02/03/2020,20210272110
27/02/2020,20210272220
09/05/2018,20210272145
01/03/2021,20210273782
26/02/2021,20210273801
20/07/2018,20210273804
15/05/2021,20210269321
13/05/2021,20210271667
28/02/2020,20210271963
03/02/2021,20210272222
27/02/2020,20210271649
02/03/2021,20210271508
14/05/2021,20210273993
02/02/2021,20210271738
28/02/2020,20210272075
02/03/2021,20210273812
28/02/2021,20210271229
02/03/2020,20210273992
01/03/2021,20210271461
21/04/2020,11108546
02/03/2018,11103036
19/05/2017,11107168
25/05/2017,11107088
29/03/2018,11106038
17/04/2017,11107048
22/06/2020,11106655
09/05/2019,11107075
15/05/2017,11108561
22/01/2018,11108811
14/02/2019,11108564
31/07/2020,11106487
13/12/2019,11107103
25/03/2019,11107156
07/05/2020,11104177
02/07/2018,11108544
16/07/2019,11106458
12/02/2019,11108856
12/09/2018,11107113
22/11/2019,11108566
11/06/2019,11107321
31/01/2020,11108545
02/01/2019,11108559
22/01/2020,11107448
05/04/2019,11108553
18/04/2019,11108624
07/05/2019,11107318
16/06/2019,11108820
27/04/2021,11106753
18/08/2020,11108550
08/11/2019,11108637
07/05/2021,20210266318
03/05/2021,20210264387
21/05/2019,20210259858
29/09/2020,20210264516
06/06/2019,20210263907
15/07/2019,20210266359
20/06/2019,20210260469
17/04/2019,20210264391
13/09/2018,20210264410
28/02/2019,20210266311
18/02/2019,20210266337
28/02/2019,20210266163
11/05/2021,20210263765
07/08/2018,20210264553
05/03/2021,20210264413
09/07/2019,20210261155
27/06/2019,20210264521
26/06/2018,20210264051
06/07/2018,20210264414
17/07/2019,20210264459
16/02/2021,20210266186
18/03/2021,20210266299
19/02/2021,20210266744
17/02/2021,20210263912
15/09/2020,20210263910
14/09/2020,20210264417
23/02/2021,20210264415
22/01/2018,20210264052
10/03/2021,20210264536
16/02/2021,20210264046
25/02/2020,20210266162
19/02/2021,20210264421
20/02/2020,20210266344
25/02/2021,20210264407
26/02/2021,20210264444
20/02/2020,20210264804
26/02/2020,20210263719
20/02/2021,20210259765
20/02/2020,20210263908
21/02/2020,20210264419
26/02/2020,20210264420
26/02/2020,20210264416
20/02/2020,20210264800
05/08/2020,20210264550
21/02/2020,20210266168
26/02/2021,20210266170
22/04/2021,20210266167
21/02/2020,20210266173
30/04/2021,20210266178
26/02/2020,20210266180
17/02/2021,20210263083
26/05/2020,20210263726
25/02/2020,20210263858
21/02/2020,20210264117
05/02/2021,20210264735
25/02/2020,20210266328
13/10/2020,20210263830
20/02/2020,20210264520
28/09/2020,20210266346
24/02/2021,20210264517
24/02/2020,20210264515
23/06/2020,20210263909
24/06/2019,11099887
18/01/2018,11102001
22/06/2017,11100479
04/06/2019,11102232
24/09/2019,11101989
09/12/2019,11102184
21/12/2018,11102174
26/03/2019,11102055
15/04/2019,11102190
26/04/2019,11102255
10/12/2019,11100728
07/05/2019,11099539
25/02/2019,11102003
20/12/2018,11100091
16/03/2020,11102201
06/11/2018,11100090
31/07/2020,11100093
25/01/2019,11102006
12/01/2018,11102200
01/05/2021,11100197
22/10/2020,11100502
17/09/2020,11100476
14/09/2018,11100533
09/05/2018,11100574
15/12/2018,11100743
01/12/2020,20210256141
23/11/2017,20210256007
21/06/2019,20210256478
15/07/2019,20210258168
28/12/2020,20210258164
30/04/2021,20210256513
25/07/2018,20210258375
22/04/2019,20210256514
08/12/2020,20210256587
29/01/2021,20210256013
29/01/2021,20210258323
29/01/2021,20210256012
29/01/2021,20210258143
05/05/2021,20210255608
10/06/2018,20210253116
25/06/2018,20210256016
01/03/2021,20210256473
16/09/2019,20210256622
16/03/2021,20210256070
05/05/2021,20210258142
18/02/2021,20210256015
30/04/2021,20210256537
01/10/2020,20210256438
04/05/2021,20210258169
29/09/2020,20210255993
18/02/2020,20210256487
15/02/2021,20210258144
17/03/2021,20210251157
17/02/2020,20210256144
19/02/2020,20210258160
18/06/2020,20210258791
12/02/2021,20210258138
14/02/2020,20210256113
17/02/2020,20210256145
16/02/2021,20210256488
18/02/2020,20210256441
19/02/2020,20210256442
14/02/2020,20210256010
14/02/2020,20210256009
22/09/2020,20210256011
19/02/2020,20210256017
09/05/2018,20210256552
17/02/2021,20210256635
09/05/2018,20210256451
11/02/2021,20210258372
30/04/2021,20210256512
21/12/2018,11094122
10/12/2019,11095462
10/06/2019,11095679
19/12/2019,11093523
11/01/2018,11095444
31/07/2017,11093924
25/03/2019,11093643
23/03/2018,11095432
02/01/2020,11095451
18/09/2018,11093935
14/11/2017,11093558
31/07/2020,11095629
09/01/2019,11093293
11/01/2019,11095450
10/07/2020,11094014
20/02/2018,11095652
26/04/2019,11093484
19/08/2019,11095446
27/03/2019,11095613
02/07/2018,11095433
28/09/2018,11093911
31/12/2020,11093933
30/01/2019,11095660
14/02/2019,11093628
12/03/2019,11093482
05/04/2019,11095705
24/05/2019,11095456
25/06/2019,11093495
09/05/2018,11094007
17/04/2019,20210248209
16/04/2019,20210248676
15/04/2021,20210248675
19/03/2021,20210245911
01/04/2021,20210250179
26/01/2021,20210248636
28/04/2021,20210250169
29/04/2021,20210250175
30/04/2021,20210248605
29/04/2021,20210248208
27/06/2019,20210248694
29/04/2021,20210250164
27/04/2021,20210248639
22/06/2019,20210248369
16/07/2019,20210250812
19/10/2020,20210248289
03/09/2018,20210250177
30/10/2018,20210245441
30/04/2021,20210249112
30/04/2021,20210248594
29/04/2021,20210248622
28/04/2021,20210248110
11/02/2021,20210248671
05/02/2021,20210248598
01/02/2021,20210248573
06/02/2020,20210250173
12/02/2020,20210248524
20/04/2021,20210248536
11/09/2020,20210248556
06/02/2020,20210250181
17/02/2021,20210248633
26/04/2021,20210248603
10/02/2021,20210248616
08/02/2021,20210248870
06/02/2020,20210247776
28/04/2021,20210248514
08/02/2021,20210250219
12/02/2020,20210250334
06/02/2020,20210250165
06/02/2020,20210250180
09/03/2021,20210250286
20/01/2021,20210250297
11/02/2021,20210248610
08/02/2021,20210248653
10/02/2020,20210248677
07/02/2020,20210248692
11/02/2021,20210249124
06/02/2020,20210248210
26/04/2021,20210248214
09/02/2021,20210248145
12/02/2020,20210248271
12/02/2020,20210248272
11/06/2018,11086972
15/12/2017,11087322
31/01/2019,11088854
28/12/2018,11088830
24/01/2020,11089110
29/12/2018,11086847
19/10/2017,11086843
31/10/2019,11087346
27/02/2018,11088826
21/05/2019,11089478
19/09/2018,11086935
24/05/2018,11089049
24/01/2019,11089018
09/07/2018,11088827
20/12/2018,11087591
21/08/2018,11087323
19/09/2018,11089096
10/02/2020,11088857
29/11/2019,11087578
28/11/2018,11087020
13/12/2018,11087143
05/03/2020,11087371
31/12/2018,11086931
14/04/2020,11088828
07/02/2019,11088843
26/03/2019,11088844
16/10/2020,11089083
25/03/2021,11087219
17/09/2020,11087293
10/04/2019,20210243022
07/05/2019,20210240858
24/05/2019,20210243031
20/04/2021,20210243039
29/07/2019,20210240784
22/04/2021,20210243033
20/04/2021,20210243175
18/04/2019,20210241282
22/04/2021,20210243037
23/04/2021,20210243028
19/04/2019,20210243027
14/06/2018,20210243201
12/01/2021,20210241243
02/08/2019,20210243612
18/02/2021,20210239492
20/04/2021,20210243032
12/12/2018,20210243023
30/01/2020,20210243208
14/12/2020,20210243272
22/04/2021,20210241270
30/01/2020,20210240498
05/02/2020,20210240673
12/08/2020,20210240953
01/02/2020,20210243011
04/02/2020,20210241372
30/01/2020,20210240474
22/10/2020,20210241540
31/01/2020,20210241273
03/02/2021,20210241326
31/01/2020,20210243009
31/01/2020,20210243193
29/01/2021,20210241400
01/02/2021,20210238679
12/01/2021,20210243329
04/02/2020,20210239478
31/01/2020,20210241241
31/01/2020,20210241149
12/11/2020,20210241265
01/02/2021,20210241881
27/07/2018,11080378
09/11/2018,11082517
07/03/2016,11082420
12/10/2016,11081017
15/12/2016,11080384
05/11/2019,11082204
13/09/2017,11080380
28/01/2020,11082291
28/10/2019,11082482
31/08/2017,11077617
10/12/2019,11080694
31/07/2020,11082239
03/12/2018,11080718
27/12/2017,11082203
31/07/2020,11080671
13/12/2019,11080430
08/04/2019,11080691
17/10/2019,11082409
11/12/2019,11077369
26/06/2018,11082850
31/05/2019,11079128
14/02/2019,11082235
20/12/2018,11080247
04/10/2018,11080293
17/10/2019,11082221
28/12/2018,11080368
08/04/2019,11082215
12/02/2018,11080665
14/11/2017,11080689
05/10/2020,11081219
16/02/2017,20210233071
07/03/2018,20210234698
09/11/2020,20210229561
07/06/2019,20210232989
27/06/2019,20210234710
16/04/2019,20210234672
03/09/2020,20210232547
01/09/2020,20210233023
26/04/2019,20210233073
24/04/2019,20210234665
13/04/2021,20210234703
26/02/2020,20210233653
06/06/2019,20210233064
29/04/2019,20210234702
10/10/2019,20210232787
09/05/2018,20210233673
07/05/2019,20210233169
18/05/2018,20210234704
20/05/2019,20210233068
13/06/2018,20210233672
01/08/2019,20210234667
03/02/2021,20210233067
03/02/2021,20210233171
27/01/2021,20210233125
29/01/2021,20210234678
12/04/2021,20210233034
15/12/2020,20210234675
15/04/2021,20210233048
08/12/2020,20210233014
18/12/2020,20210232571
28/01/2021,20210233070
05/01/2021,20210235362
29/01/2020,20210232540
29/01/2020,20210232539
09/04/2021,20210234840
28/01/2020,20210232639
31/12/2020,20210232707
28/01/2021,20210232703
01/12/2020,20210232662
22/01/2021,20210233170
27/01/2020,20210233192
14/04/2021,20210233193
27/03/2020,20210233200
15/01/2021,20210233204
29/01/2020,20210234669
27/01/2021,20210234666
27/01/2020,20210234668
25/11/2020,20210234885
23/01/2020,20210232568
01/10/2020,20210233351
26/01/2020,20210233104
24/01/2020,20210233062
23/12/2020,20210233075
29/01/2020,20210233072
12/04/2021,20210233108
05/03/2020,20210233300
01/12/2020,20210234686
26/01/2020,20210233122
29/01/2020,20210234921
26/09/2019,11074245
22/12/2017,11074000
12/03/2018,11074495
03/10/2019,11074343
22/06/2018,11074650
30/04/2019,11074241
03/03/2020,11074661
19/11/2018,11075744
12/04/2019,11075757
18/09/2019,11074775
05/05/2019,11076135
20/06/2018,11074353
25/06/2019,11075988
09/04/2018,11074648
28/04/2017,11074558
22/01/2021,11075766
16/02/2021,11075747
31/03/2021,11075891
08/04/2021,20210224760
06/02/2018,20210226770
15/02/2019,20210224361
09/05/2019,20210226986
20/06/2019,20210221247
20/09/2019,20210224224
30/10/2018,20210226795
05/01/2020,20210226785
24/08/2018,20210224759
28/12/2020,20210224795
15/05/2019,20210224776
10/02/2021,20210224797
21/01/2021,20210226790
21/01/2021,20210224249
22/09/2020,20210224805
05/01/2021,20210224802
19/01/2021,20210224794
20/01/2021,20210226774
21/01/2020,20210224727
20/01/2020,20210224334
20/01/2020,20210224333
06/01/2021,20210224418
21/01/2021,20210224757
20/01/2020,20210224404
20/01/2020,20210224405
20/01/2020,20210224406
21/01/2020,20210225493
11/08/2020,20210224801
22/01/2020,20210224792
12/01/2021,20210227093
20/01/2020,20210226800
21/01/2020,20210227275
20/01/2020,20210224253
30/09/2020,20210226773
01/01/2021,20210226927
17/01/2020,20210226771
20/01/2020,20210226768
19/01/2021,20210224861
31/12/2020,20210226926
20/01/2020,20210227022
08/01/2021,20210224827
13/01/2014,11068925
18/11/2019,11068147
04/12/2017,11069170
31/12/2017,11069448
30/05/2018,11068569
17/10/2018,11070632
22/01/2019,11070361
26/06/2018,11068464
11/07/2018,11070563
14/09/2020,11068886
13/08/2018,11070360
21/12/2018,11068470
28/11/2018,11068885
04/12/2018,11070449
24/12/2018,11068316
31/12/2018,11070231
24/01/2020,11066723
31/05/2019,11068915
22/12/2020,11068908
09/02/2018,11070579
06/02/2019,11068888
09/03/2021,11068473
03/05/2016,11069000
31/03/2021,20210216623
02/05/2019,20210218564
28/05/2019,20210218745
31/03/2021,20210213148
06/11/2018,20210216976
22/05/2019,20210216949
30/11/2020,20210217018
01/11/2019,20210218740
31/03/2021,20210217004
23/07/2019,20210218720
04/02/2021,20210219102
02/09/2019,20210218565
19/09/2018,20210216977
29/03/2021,20210218578
21/06/2020,20210217023
08/01/2021,20210218576
14/01/2021,20210218574
26/03/2021,20210216528
26/03/2021,20210216522
30/03/2021,20210217100
30/03/2021,20210217098
26/08/2020,20210216306
26/08/2020,20210216060
12/01/2021,20210216651
09/01/2020,20210216529
14/01/2020,20210217110
11/01/2021,20210217317
09/01/2020,20210217084
09/01/2020,20210216527
15/01/2020,20210216612
15/03/2021,20210217002
09/01/2020,20210216958
10/05/2019,20210218710
26/03/2021,20210216281
10/01/2020,20210216540
10/01/2020,20210217001
13/01/2020,20210217006
07/01/2021,20210216662
13/01/2017,11062305
08/06/2016,11062303
01/11/2019,11062038
22/11/2019,11064035
04/09/2019,11063765
27/10/2017,11063767
31/07/2017,11061592
04/09/2018,11062407
31/07/2020,11063769
29/04/2020,11061105
20/10/2017,11063744
31/07/2020,11063749
19/04/2019,11063746
17/06/2018,11062035
29/04/2019,11063759
28/06/2018,11061886
13/06/2019,11063760
06/09/2019,11062054
23/08/2019,11063949
15/10/2019,11061887
31/10/2018,11064027
09/11/2018,11063764
31/12/2020,11063770
07/02/2019,11063809
10/12/2018,11062294
10/03/2020,11062308
13/02/2018,11063745
20/05/2014,11062278
05/01/2021,11062280
20/05/2019,20210209584
24/05/2019,20210211299
07/12/2020,20210209546
18/04/2019,20210209518
13/05/2019,20210211274
24/01/2019,20210209237
14/12/2020,20210209614
17/05/2019,20210209885
15/05/2019,20210209483
21/08/2019,20210209596
03/01/2020,20210211451
07/01/2021,20210209590
06/01/2021,20210209131
22/03/2021,20210209595
24/03/2021,20210209567
22/03/2021,20210211302
15/10/2020,20210211287
22/03/2021,20210209091
04/01/2021,20210209094
05/01/2021,20210209557
16/12/2020,20210209198
13/05/2020,20210209245
04/01/2021,20210209589
03/01/2020,20210209084
03/01/2020,20210209956
08/01/2020,20210209246
03/01/2020,20210211363
02/01/2020,20210211286
07/01/2020,20210211298
27/05/2016,20210211468
14/12/2020,20210211495
03/09/2020,20210211869
05/07/2020,20210209070
07/01/2021,20210209079
16/12/2020,20210209197
07/01/2020,20210209587
07/01/2020,20210209682
06/01/2021,20210209684
07/01/2020,20210209681
07/01/2020,20210209256
03/03/2021,20210209608
24/06/2015,11055707
22/05/2020,11057493
25/07/2018,11057222
06/01/2017,11055403
14/02/2019,11055279
24/10/2019,11055442
19/06/2017,11055703
14/12/2018,11051574
29/08/2018,11054901
22/04/2019,11055709
09/10/2019,11055397
18/03/2019,11057504
23/01/2020,11055136
07/12/2017,11057225
31/07/2020,11057217
23/10/2020,11055384
28/11/2018,11055419
16/07/2018,11055426
04/08/2019,11057187
23/02/2018,11055658
27/03/2018,11057462
08/05/2019,11055675
09/10/2019,11057353
20/06/2019,11055702
02/04/2019,11057366
19/12/2019,11056245
31/07/2020,11057220
11/03/2020,11055277
27/02/2020,11055792
30/03/2019,11055676
03/05/2019,11055436
31/03/2020,11057529
10/12/2020,11057689
22/02/2021,20210201310
19/10/2018,20210203476
17/10/2018,20210199467
02/05/2019,20210203495
08/05/2019,20210203555
09/05/2019,20210204189
03/06/2019,20210203508
09/08/2019,20210201307
16/09/2019,20210200191
16/09/2019,20210200906
12/03/2021,20210203482
17/03/2021,20210201311
20/10/2017,20210203503
20/10/2017,20210201396
02/08/2018,20210200724
13/05/2019,20210203481
04/01/2021,20210201299
15/03/2021,20210201329
22/05/2019,20210203478
10/03/2021,20210203509
01/11/2019,20210201344
23/08/2019,20210201257
28/12/2020,20210203477
09/09/2020,20210203475
21/04/2020,20210203487
08/09/2020,20210200869
22/12/2020,20210203160
22/10/2018,20210200653
16/03/2021,20210201280
28/12/2018,20210200750
30/12/2020,20210199460
30/12/2020,20210201437
15/12/2020,20210202086
25/06/2020,20210203689
12/03/2021,20210203502
26/12/2019,20210201013
27/12/2019,20210201326
06/10/2020,20210203661
27/12/2019,20210199146
17/12/2020,20210200427
31/12/2019,20210200785
31/12/2019,20210201318
11/03/2021,20210201336
30/12/2019,20210201236
04/12/2020,20210200570
30/12/2020,20210203713
07/01/2021,20210201328
21/01/2019,11049173
21/11/2013,11048858
29/01/2018,11050821
16/12/2019,11048795
12/07/2017,11050690
27/12/2018,11050563
24/01/2020,11049188
23/03/2018,11049104
09/10/2019,11050551
21/12/2018,11048686
18/06/2018,11048879
15/12/2017,11049613
01/06/2018,11049148
31/07/2019,11049601
14/12/2018,11048596
29/08/2019,11048813
19/12/2019,11049106
08/11/2018,11048689
15/11/2018,11048780
21/11/2018,11048690
28/11/2018,11048593
07/05/2020,11050553
30/03/2020,11050849
05/02/2020,11049115
31/05/2019,11050798
31/12/2018,11049203
03/01/2019,11049127
25/03/2019,11049402
05/06/2019,11048693
05/06/2019,11050822
13/07/2020,11050793
07/02/2018,11049128
20/10/2017,11050763
09/10/2019,11051064
13/10/2020,11050830
30/06/2017,20210194697
30/11/2020,20210194868
09/08/2018,20210194690
25/11/2020,20210192653
26/10/2018,20210192446
08/03/2021,20210192615
23/04/2018,20210194702
18/08/2017,20210194887
08/12/2020,20210192066
04/04/2019,20210195268
13/08/2018,20210192498
08/03/2021,20210195233
23/11/2020,20210192650
01/11/2018,20210192514
03/03/2021,20210192512
27/06/2018,20210192059
25/10/2018,20210194245
06/11/2018,20210192505
30/11/2020,20210192526
01/05/2019,20210192075
10/05/2019,20210192077
08/12/2020,20210194699
30/08/2018,20210191827
06/09/2019,20210192012
14/09/2018,20210194890
05/03/2021,20210191702
14/09/2020,20210194698
21/12/2020,20210191834
27/08/2020,20210192441
20/12/2019,20210194676
09/12/2020,20210192517
04/03/2021,20210194693
18/12/2020,20210191679
18/12/2020,20210192442
27/02/2021,20210192412
18/12/2020,20210192538
18/12/2020,20210192541
24/12/2019,20210192574
02/09/2020,20210192545
18/12/2020,20210192619
18/12/2020,20210192620
01/03/2021,20210192516
18/12/2019,20210192640
22/12/2020,20210194707
23/12/2020,20210192652
23/12/2019,20210194672
19/12/2019,20210194673
05/03/2021,20210194687
15/12/2020,20210194703
19/12/2019,20210192470
19/12/2019,20210192471
05/08/2020,20210192473
22/01/2021,20210191766
03/04/2020,20210193297
31/01/2017,11044340
22/01/2018,11043058
15/08/2017,11044269
23/07/2018,11044103
03/12/2018,11042873
03/11/2018,11044272
23/08/2019,11044100
19/05/2020,11044097
20/01/2020,11044075
01/04/2020,11042535
21/09/2018,11041770
13/11/2017,11042934
13/12/2019,11042612
01/05/2019,11042651
24/06/2019,11043307
15/11/2018,11044095
15/11/2018,11042871
12/02/2020,11044108
02/01/2019,11042935
04/05/2020,11044281
24/08/2018,11044156
15/01/2019,11042147
05/09/2018,11044104
30/10/2018,11042613
22/01/2019,11044074
17/01/2019,11042619
30/01/2019,11043022
20/02/2020,11042804
16/04/2019,11044096
10/06/2019,11044580
13/01/2021,11042524
16/02/2021,11042400
08/05/2020,11044098
30/03/2020,20210182977
09/09/2016,20210182433
14/05/2018,20210184849
25/11/2020,20210182854
19/06/2018,20210184855
20/09/2018,20210184780
28/01/2019,20210182871
06/11/2018,20210182849
29/01/2021,20210184837
05/02/2021,20210182899
10/12/2020,20210185106
26/02/2021,20210182836
27/02/2021,20210180986
29/09/2020,20210182518
15/12/2020,20210184845
31/07/2020,20210182872
25/02/2021,20210184836
17/12/2019,20210178697
09/12/2020,20210182520
13/12/2019,20210182773
17/12/2019,20210182848
16/12/2020,20210185021
04/12/2020,20210182996
09/04/2018,20210182807
14/12/2019,20210182804
17/12/2020,20210182827
12/06/2020,20210181205
17/12/2019,20210182859
25/02/2021,20210182020
13/12/2019,20210182242
13/12/2019,20210182366
14/12/2020,20210182801
16/12/2020,20210182793
13/12/2019,20210182832
11/12/2019,20210184863
09/07/2020,20210184835
16/12/2019,20210184850
24/11/2020,20210182265
12/05/2020,20210182895
11/12/2020,20210182314
16/12/2019,20210182272
31/01/2021,20210182423
17/12/2019,20210182838
16/12/2019,20210182377
11/12/2020,20210182422
16/12/2019,20210182436
17/12/2019,20210182840
16/02/2021,20210182869
17/12/2019,20210182805
11/12/2020,20210182915
16/12/2019,20210182659
13/12/2019,20210183480
26/02/2021,20210185091
12/12/2019,20210182846
08/12/2020,20210184833
11/12/2019,20210184834
04/12/2020,20210184859
18/09/2018,11038693
10/04/2019,11037111
26/05/2017,11038682
30/10/2017,11037142
25/06/2019,11037145
21/02/2018,11038687
15/11/2017,11037095
28/04/2017,11037118
22/04/2019,11037143
31/07/2020,11037164
04/06/2020,11038700
14/08/2018,11038950
13/12/2019,11037469
13/12/2019,11036834
13/08/2018,11038669
27/01/2019,11035682
01/03/2018,11038689
03/06/2019,11039314
23/05/2019,11038676
24/05/2018,11038948
29/06/2018,11036713
20/11/2019,11038694
04/10/2018,11038690
11/01/2019,11036395
29/10/2018,11038891
13/02/2020,11036720
18/02/2020,11038681
19/12/2018,11035903
31/12/2018,11039317
29/04/2020,11038718
17/03/2019,11038878
14/11/2019,11038771
21/01/2021,11036614
19/11/2019,11039359
03/07/2014,11037110
21/11/2018,11037227
22/03/2019,11038685
14/02/2019,11038857
18/02/2021,20210173922
30/05/2017,20210176251
30/10/2020,20210174452
22/01/2019,20210176160
24/09/2020,20210174925
25/01/2021,20210174359
02/11/2020,20210174641
06/11/2018,20210174360
22/01/2019,20210174282
10/05/2019,20210170831
30/11/2018,20210174973
30/11/2018,20210174357
20/07/2020,20210176042
02/08/2019,20210174432
29/05/2018,20210173363
04/12/2020,20210174911
22/12/2020,20210176202
17/02/2021,20210174426
08/01/2021,20210176058
16/11/2020,20210174368
21/08/2019,20210174972
10/09/2019,20210173387
05/12/2019,20210176335
09/12/2020,20210174378
09/12/2020,20210174341
06/12/2019,20210174343
06/12/2019,20210176052
25/01/2021,20210176048
04/12/2020,20210176043
01/12/2020,20210176036
10/12/2019,20210174292
10/12/2019,20210174349
06/11/2020,20210174320
19/10/2020,20210174293
06/12/2019,20210174317
10/12/2019,20210176333
17/06/2020,20210176041
10/12/2019,20210176039
10/12/2019,20210176040
05/12/2019,20210176038
12/11/2020,20210174275
06/12/2019,20210174346
31/12/2019,20210174350
06/12/2019,20210174356
18/02/2021,20210174427
09/12/2020,20210174442
08/07/2020,20210176075
09/12/2019,20210176077
07/12/2020,20210173826
15/06/2020,20210174634
04/12/2020,20210174944
04/12/2020,20210175710
18/01/2020,20210176221
30/11/2016,11030181
27/08/2019,11030621
28/08/2017,11032066
27/07/2017,11030860
01/06/2018,11030331
30/11/2016,11032286
21/07/2017,11030681
22/04/2019,11030188
09/12/2019,11032057
10/05/2018,11032260
09/07/2019,11030686
14/09/2018,11030458
11/02/2019,11032293
27/02/2019,11026461
19/09/2018,11032063
19/03/2019,11030161
21/06/2019,11030341
01/05/2018,11030217
27/11/2019,11032072
29/06/2018,11032068
04/09/2018,11032292
28/08/2019,11030841
06/11/2018,11032083
19/12/2018,11032064
16/01/2019,11030492
04/02/2019,11032078
14/02/2020,11032366
11/12/2017,11030699
05/04/2019,11032355
13/07/2020,11032312
09/12/2019,11032081
07/12/2018,20210166229
25/01/2018,20210166225
18/12/2018,20210167964
31/05/2019,20210167963
06/08/2019,20210168050
