filingDate,patentNumber
05/01/2017,10275739
20/12/2018,20190121517
19/12/2018,20190122300
22/05/2017,20190124512
21/12/2018,20190122443
06/04/2017,20190121454
31/03/2017,20190122186
13/04/2017,20190122208
22/10/2018,20190123895
20/10/2017,20190122155
27/11/2018,20190124357
14/02/2018,20190121988
22/10/2018,20190122296
17/09/2018,20190119516
08/08/2018,20190120929
24/10/2017,20190122322
19/10/2017,20190121883
25/10/2018,20190122161
20/10/2017,20190121894
19/10/2017,20190121884
20/12/2018,20190122495
23/10/2018,20190122258
19/10/2018,20190122297
31/05/2018,20190124146
16/10/2018,20190122121
18/10/2018,20190121913
19/10/2018,20190121813
10/10/2018,20190122243
23/10/2018,20190122183
19/10/2017,20190122137
03/07/2018,20190122086
18/10/2018,20190122317
20/10/2017,20190123889
24/10/2017,20190123890
20/11/2017,10268974
15/11/2017,10268528
27/04/2017,10270599
29/03/2018,10269073
05/10/2018,10268817
30/01/2015,10269009
28/04/2017,20190116024
05/12/2018,20190116042
31/03/2017,20190114584
16/10/2017,20190116174
12/10/2017,20190116034
17/10/2017,20190114182
18/10/2017,20190114086
17/10/2018,20190114706
17/12/2018,20190114626
12/10/2018,20190114632
16/10/2017,20190114840
11/10/2018,20190116038
17/10/2018,20190116036
17/10/2018,20190116487
16/10/2017,20190114707
04/10/2018,20190115099
12/09/2018,20190116185
17/10/2017,20190116142
15/01/2016,10262164
29/09/2016,10262140
05/04/2017,10262127
12/11/2018,10263787
25/01/2018,10261711
30/06/2015,10262321
05/09/2018,10261846
05/05/2017,10263785
30/03/2017,20190108513
05/10/2017,20190109702
06/10/2017,20190108482
05/10/2018,20190108517
11/10/2017,20190108519
11/10/2017,20190108516
11/10/2017,20190108140
11/10/2017,20190108518
20/11/2018,20190108161
09/10/2018,20190108499
09/10/2018,20190108898
01/10/2018,20190109709
05/10/2018,20190109713
08/10/2018,20190109706
09/10/2017,20190109717
10/10/2018,20190109707
10/10/2018,20190108576
23/10/2018,20190108543
08/10/2018,20190108232
11/10/2017,20190108498
09/10/2017,20190108542
04/12/2013,10253099
16/06/2014,10255600
26/01/2016,10255108
16/06/2017,10252145
07/05/2018,10255635
21/12/2016,10257206
12/03/2018,10257724
10/07/2018,10257496
28/02/2018,10257052
27/11/2018,20190102340
24/03/2017,20190102758
14/08/2017,20190102839
24/09/2018,20190103958
03/12/2018,20190102777
19/03/2018,20190102842
29/09/2017,20190103973
29/09/2017,20190102667
29/09/2017,20190102444
21/09/2018,20190102761
29/09/2017,20190102757
31/12/2017,20190103192
25/09/2018,20190104196
29/09/2017,20190102850
14/03/2018,20190102782
21/09/2018,20190104648
30/11/2018,20190102756
28/09/2018,20190102755
04/10/2018,20190102163
03/10/2017,20190102684
02/10/2017,20190102794
02/10/2017,20190102736
03/10/2018,20190104102
20/07/2016,10248994
27/06/2016,10248735
28/08/2018,10250602
03/10/2016,10248783
29/12/2017,10249114
29/12/2017,10245875
19/08/2016,10250694
30/08/2016,10249194
22/02/2018,10250381
21/09/2018,10250383
16/03/2018,10250390
20/09/2018,10250394
29/08/2018,10250395
23/08/2018,10244965
14/06/2018,10250708
28/11/2018,20190098262
17/04/2018,20190095916
28/04/2017,20190095909
25/09/2017,20190095615
18/05/2018,20190098015
11/04/2018,20190097790
27/09/2018,20190095993
25/09/2017,20190091572
30/11/2018,20190095995
27/09/2017,20190095585
27/09/2017,20190095831
22/08/2018,20190096814
21/09/2018,20190098467
24/09/2018,20190098013
28/11/2018,20190096534
27/11/2017,20190095992
25/09/2017,20190095910
27/09/2018,20190097819
24/09/2018,20190095880
10/08/2018,20190095879
01/02/2016,10242089
05/11/2017,10242184
05/12/2017,10243731
28/06/2018,10243748
16/11/2018,20190089576
16/11/2018,20190089716
05/09/2016,20190087893
14/08/2018,20190087920
19/09/2017,20190089537
18/09/2018,20190089155
18/09/2018,20190086235
19/09/2017,20190087571
19/11/2018,20190089525
12/09/2018,20190087598
31/08/2018,20190087793
17/09/2018,20190088373
29/08/2018,20190088063
17/09/2018,20190089687
19/09/2018,20190087446
18/09/2018,20190087844
20/09/2018,20190090383
15/09/2017,20190087892
14/09/2018,20190087547
22/08/2018,20190088062
15/06/2015,10235465
01/05/2017,10235380
30/07/2018,10235538
14/11/2018,20190080316
09/11/2018,20190079982
13/11/2018,20190080411
22/09/2017,20190080318
22/04/2016,20190080321
14/09/2018,20190081794
25/01/2018,20190079998
15/11/2017,20190080284
08/03/2018,20190080392
10/09/2018,20190081774
12/09/2018,20190080344
12/09/2018,20190081947
10/09/2018,20190079950
05/11/2018,20190077510
07/09/2018,20190082007
08/12/2017,20190080198
10/09/2018,20190080407
14/09/2017,20190081796
12/09/2018,20190081793
10/09/2018,20190081784
11/09/2018,20190081789
10/09/2018,20190081918
26/08/2018,20190080538
11/09/2018,20190080300
13/09/2018,20190080308
15/11/2018,20190081800
10/01/2017,10229279
12/01/2018,10229294
16/12/2013,10230793
17/03/2015,10229396
29/12/2015,10230526
12/12/2017,10229275
21/10/2016,10230756
05/11/2018,20190074966
21/02/2017,20190073646
10/08/2018,20190073666
09/10/2018,20190069807
05/11/2018,20190075160
05/11/2018,20190075022
22/08/2018,20190074962
06/09/2018,20190073701
05/11/2018,20190073720
04/09/2018,20190073729
05/09/2017,20190073645
18/02/2018,20190074077
30/08/2018,20190075102
04/09/2018,20190075686
04/09/2018,20190073244
06/09/2018,20190074968
02/11/2018,20190075020
09/02/2017,10225078
22/06/2017,10223679
17/02/2017,10225076
07/05/2018,10222405
24/04/2015,10223438
23/08/2018,20190066057
21/02/2017,20190066228
16/02/2017,20190066065
16/02/2017,20190068365
31/10/2018,20190068611
23/07/2018,20190068380
23/08/2017,20190065960
22/08/2017,20190066119
06/12/2017,20190066068
16/08/2018,20190066535
22/08/2018,20190066063
29/08/2017,20190065685
31/08/2018,20190065764
30/04/2018,20190066206
28/08/2017,20190068367
31/12/2017,20190068360
21/08/2018,20190066153
28/08/2017,20190065681
24/11/2017,20190065593
08/01/2018,20190065709
06/12/2017,20190066101
31/08/2018,20190068615
27/12/2017,10216948
21/09/2017,10217037
29/09/2014,10217185
29/08/2018,20190058604
14/02/2017,20190058592
14/02/2017,20190057362
16/02/2017,20190057382
08/11/2016,20190058590
18/08/2018,20190057396
16/08/2018,20190058595
15/08/2018,20190057386
21/08/2018,20190054030
17/08/2018,20190058582
29/09/2017,20190058577
14/08/2018,20190054095
03/08/2018,20190058581
15/08/2018,20190058580
19/10/2018,20190057445
29/09/2017,20190058696
19/12/2017,20190058709
16/08/2018,20190058697
31/10/2017,20190058719
17/08/2017,20190058599
20/08/2017,20190058910
20/08/2018,20190057368
14/02/2018,20190057226
21/08/2018,20190058593
21/08/2017,20190057379
15/12/2011,10210494
09/07/2016,10210527
03/10/2016,10212145
17/05/2018,10211979
13/09/2016,20190046863
14/02/2017,20190052454
14/02/2017,20190050541
16/02/2017,20190052458
16/02/2017,20190050832
27/04/2017,20190050851
22/02/2017,20190050856
11/08/2017,20190050402
13/10/2018,20190050431
17/10/2018,20190052647
24/07/2018,20190050855
11/08/2017,20190052722
07/08/2018,20190050921
28/09/2018,20190050854
25/09/2017,20190050400
17/10/2018,20190050806
08/05/2018,20190050810
14/08/2018,20190050949
16/10/2018,20190050831
04/05/2018,20190052453
16/10/2018,20190051390
09/05/2017,10204112
24/05/2016,10204341
29/06/2016,10204274
11/05/2018,10205748
31/08/2018,10204339
14/11/2017,10204378
10/10/2018,20190043026
29/01/2016,20190043131
18/09/2018,20190044735
14/02/2017,20190043048
05/10/2018,20190044736
07/02/2017,20190044727
12/10/2018,20190043008
01/10/2018,20190045354
01/08/2018,20190042302
02/08/2017,20190043025
28/09/2018,20190042315
31/07/2018,20190043043
13/07/2018,20190043138
27/07/2018,20190043364
02/08/2018,20190044734
11/11/2015,20190043059
15/01/2018,20190042410
29/06/2018,20190044703
30/03/2018,20190044976
06/08/2018,20190044714
02/08/2017,20190044700
20/03/2018,20190044741
01/08/2017,20190042620
29/06/2018,20190043050
02/08/2018,20190038791
01/04/2016,10198741
24/05/2016,10198325
28/04/2017,10198949
25/05/2018,10195513
18/12/2017,10200197
14/05/2018,10200196
01/10/2018,20190037012
29/03/2017,20190036702
25/07/2018,20190036712
25/07/2018,20190036710
19/07/2018,20190034459
19/07/2018,20190036711
25/07/2018,20190036682
25/07/2017,20190034926
31/07/2017,20190034903
26/07/2017,20190036932
14/09/2018,20190034889
03/10/2018,20190036887
29/12/2017,20190034920
29/12/2017,20190034919
29/12/2017,20190034936
17/12/2017,20190034404
25/07/2017,20190034922
29/12/2017,20190035018
26/07/2017,20190035014
28/09/2018,20190035208
30/09/2018,20190036692
07/05/2018,20190036681
07/11/2017,20190036678
28/07/2017,20190034465
24/07/2018,20190034663
04/10/2018,20190035492
28/09/2018,20190035209
07/05/2018,20190034925
07/05/2018,20190036680
24/04/2018,20190036700
25/07/2018,20190035499
29/11/2017,20190036698
02/10/2018,20190036895
29/12/2017,20190034917
27/07/2018,20190036906
31/07/2018,20190034923
26/07/2017,20190036778
29/06/2018,10193695
01/02/2018,10192073
10/03/2018,10193696
04/09/2018,10192198
29/09/2017,10193690
27/09/2018,20190026496
06/08/2018,20190026850
21/09/2018,20190028280
21/09/2018,20190026485
22/06/2018,20190026705
30/01/2018,20190026146
20/07/2017,20190028276
24/07/2017,20190028277
24/07/2017,20190028278
20/07/2018,20190026730
20/07/2018,20190027237
14/09/2018,20190026425
24/07/2017,20190026672
18/07/2017,20190026716
20/06/2018,20190026706
21/07/2017,20190026821
04/08/2017,20190026828
29/11/2017,20190028265
16/11/2017,10185988
15/03/2018,10187214
28/09/2016,10185550
27/12/2016,10187252
07/06/2018,20190019521
03/03/2016,20190019183
21/12/2016,20190020485
23/12/2016,20190020661
12/07/2018,20190018947
13/07/2018,20190020729
12/07/2018,20190018862
12/07/2018,20190018863
12/07/2018,20190019168
12/07/2017,20190017982
19/10/2017,20190019226
03/07/2018,20190019367
13/07/2018,20190019169
21/09/2018,20190019180
15/02/2018,20190018655
10/07/2018,20190018751
06/10/2017,20190018984
20/09/2018,20190018888
13/07/2017,20190018867
18/09/2018,20190019188
26/06/2018,20190019208
07/09/2018,20190019144
14/07/2017,20190020480
26/12/2017,20190020471
18/09/2018,20190019182
09/09/2018,20190019374
13/07/2018,20190019186
16/07/2018,20190017863
13/07/2017,20190020468
12/07/2018,20190016419
17/07/2017,20190020648
04/04/2018,10182313
22/01/2018,20190012435
08/09/2016,20190013931
22/08/2018,20190012665
06/07/2017,20190012695
05/07/2018,20190012637
31/05/2018,20190013948
27/02/2018,20190014167
06/07/2018,20190012595
06/07/2018,20190012698
01/12/2017,20190012660
06/07/2018,20190012662
07/03/2018,20190012623
06/07/2017,20190014176
10/07/2017,20190014124
03/07/2018,20190008117
16/01/2017,20190013943
23/12/2016,10176481
23/10/2017,10178229
19/09/2016,10176080
30/10/2017,10176309
19/02/2018,10176308
14/03/2018,10178069
23/07/2018,10176418
28/08/2018,10172409
06/09/2018,20190005580
07/07/2016,20190005470
06/09/2018,20190007199
02/07/2018,20190007198
20/08/2018,20190005087
13/08/2018,20190007424
27/07/2018,20190004792
21/08/2018,20190005595
01/12/2017,20190004789
10/09/2018,20190007381
29/06/2017,20190005043
26/06/2018,20190005471
07/09/2018,20190005469
21/10/2014,10171318
05/02/2016,10171245
26/03/2018,10171248
10/11/2016,10171509
17/11/2016,10169614
22/06/2018,10171992
10/09/2020,20200412544
03/03/2017,20200409719
04/03/2019,20200407092
28/02/2019,20200410135
05/03/2019,20200412542
03/02/2019,20200410509
17/06/2019,20200412526
08/03/2019,20200410491
11/12/2018,20200406145
30/11/2018,20200412554
29/01/2019,20200412521
07/03/2018,20200406859
12/12/2019,20200409940
12/12/2019,20200412766
18/03/2019,20200410460
14/09/2020,20200412549
09/12/2019,20200410101
26/06/2019,20200412721
25/06/2020,20200409941
17/09/2019,20200410480
29/06/2020,20200410585
25/06/2019,20200413408
25/06/2019,20200409952
30/10/2019,20200409906
07/09/2020,20200412541
30/06/2020,20200412820
27/06/2019,20200412524
26/06/2020,20200412525
24/07/2020,20200409690
25/06/2019,20200409937
10/09/2020,20200409942
25/06/2019,20200410559
19/03/2020,20200410523
25/06/2020,20200410590
29/06/2020,20200410441
12/07/2019,20200410439
10/09/2020,20200410488
27/06/2019,20200410479
14/03/2019,10879734
15/01/2018,10878210
17/06/2019,10880075
10/07/2019,10880095
11/08/2017,10877962
06/09/2019,10880079
15/03/2018,10880089
02/05/2017,10880086
03/07/2018,10874086
20/03/2018,10880104
16/05/2018,10880071
15/03/2019,10878954
09/09/2019,10880080
30/04/2018,10878518
13/12/2019,10880105
20/06/2018,10880072
07/08/2018,10878512
08/02/2018,10880070
29/08/2019,10880076
14/05/2019,10878415
31/01/2018,20200404023
08/02/2019,20200403899
01/09/2020,20200401445
19/06/2020,20200403799
18/01/2019,20200401577
04/09/2020,20200401890
27/02/2018,20200402026
29/03/2018,20200402171
27/07/2020,20200402138
31/08/2018,20200403777
24/08/2020,20200403793
18/06/2019,20200403795
18/06/2019,20200401734
16/06/2020,20200404218
17/06/2020,20200402187
17/06/2020,20200401720
22/01/2020,20200401961
18/06/2019,20200403810
23/04/2020,20200403775
20/12/2019,20200401561
13/02/2020,20200402025
18/09/2019,20200401317
19/06/2020,20200402629
28/01/2020,20200401383
20/06/2019,20200402190
22/06/2020,20200401996
21/06/2019,20200402031
24/06/2019,20200403809
12/06/2020,20200403984
18/06/2020,20200401887
24/06/2019,20200399929
02/09/2020,20200402091
24/06/2019,20200402061
23/04/2020,20200402623
22/06/2020,20200401573
09/09/2020,20200402167
21/06/2019,20200402176
16/06/2020,20200403776
19/06/2020,20200403961
17/06/2020,20200404049
05/06/2015,10871868
29/08/2017,10870358
19/08/2018,10873458
26/02/2018,10873625
24/10/2017,10872089
23/01/2019,10873542
20/06/2019,10872426
18/04/2018,10872381
21/06/2018,10873462
10/01/2020,10873456
31/05/2017,10871948
10/12/2019,10873849
10/04/2020,10873852
28/08/2018,10873601
13/09/2018,10873457
17/11/2017,10872077
20/03/2020,20200394650
18/12/2017,20200396099
08/03/2018,20200394652
26/08/2020,20200396089
30/08/2019,20200394032
27/08/2020,20200394729
13/06/2019,20200394651
01/09/2020,20200396060
16/08/2019,20200394547
17/06/2019,20200394085
11/06/2019,20200394206
11/06/2019,20200394531
29/04/2020,20200394626
11/06/2019,20200394915
11/06/2019,20200394321
12/06/2019,20200396283
12/06/2019,20200394470
12/06/2019,20200394471
12/06/2019,20200394207
12/06/2019,20200394552
11/06/2020,20200393902
11/06/2019,20200394220
24/08/2020,20200394620
15/03/2020,20200394181
15/06/2019,20200394648
17/06/2019,20200394654
12/11/2019,20200396079
11/06/2020,20200396081
06/05/2020,20200396058
15/06/2020,20200396065
15/06/2019,20200396072
12/06/2019,20200396075
14/06/2019,20200394309
11/06/2019,20200394322
27/08/2020,20200394718
13/06/2019,20200394327
14/06/2019,20200394308
28/08/2020,20200395761
11/06/2019,20200394165
15/06/2019,20200394176
15/06/2019,20200394177
11/06/2019,20200394175
12/06/2019,20200394183
26/07/2019,20200394619
13/03/2020,20200394162
15/06/2019,20200394159
11/06/2019,20200394647
21/04/2020,20200394686
17/06/2020,20200394671
16/06/2019,20200396251
13/07/2020,20200396258
11/06/2019,20200396083
16/06/2020,20200396087
19/12/2018,20200396059
11/06/2019,20200395107
15/06/2019,20200394154
06/06/2019,10869103
17/03/2016,10869076
20/11/2018,10868865
20/12/2018,10867474
31/08/2018,10867055
05/06/2019,10868674
11/09/2019,10868668
25/11/2019,10867288
31/05/2018,10867057
16/11/2017,20200389963
19/11/2018,20200389519
03/12/2018,20200389292
04/02/2019,20200387639
16/01/2018,20200387893
21/12/2018,20200383580
24/08/2020,20200387503
20/05/2019,20200389291
20/10/2017,20200389294
18/01/2019,20200387712
28/11/2018,20200387440
22/02/2019,20200387859
25/08/2020,20200387869
07/06/2019,20200389537
10/06/2019,20200387619
10/06/2019,20200389462
15/04/2020,20200387974
10/06/2019,20200389760
16/03/2020,20200387922
04/06/2019,20200387432
04/06/2019,20200389318
05/06/2019,20200387500
07/06/2019,20200389290
05/06/2019,20200387910
04/06/2019,20200387433
03/06/2020,20200387591
05/06/2019,20200387395
03/02/2020,20200388359
05/06/2019,20200389313
07/01/2020,20200385320
07/06/2019,20200387367
05/06/2019,20200387501
05/06/2020,20200387595
04/06/2019,20200387417
07/06/2019,20200387621
05/06/2019,20200387586
15/04/2020,20200387975
05/06/2020,20200387597
10/06/2020,20200387891
07/06/2019,20200388091
29/07/2020,20200388362
24/08/2020,20200389309
07/06/2019,20200389301
13/05/2020,20200389312
08/06/2020,20200389467
04/06/2019,20200389492
13/07/2020,20200389486
05/06/2019,20200389518
10/06/2019,20200388365
10/06/2019,20200388366
14/05/2020,20200387583
19/07/2019,20200387627
08/06/2020,20200389521
08/01/2018,10863001
07/05/2019,10862993
28/11/2016,10862959
07/08/2017,10861112
23/01/2018,10860735
19/10/2017,10861014
12/12/2018,10862859
12/04/2018,10861039
02/08/2017,10862671
24/10/2017,10862672
11/06/2018,10862894
18/08/2019,10860259
31/07/2020,10861095
06/09/2018,10860659
23/01/2018,10861015
10/12/2018,20200382278
22/02/2018,20200380090
13/04/2018,20200379979
19/08/2020,20200382326
19/06/2018,20200382277
31/07/2017,20200379661
18/03/2019,20200379852
13/02/2018,20200379537
08/01/2019,20200381088
22/11/2018,20200380437
12/08/2020,20200380500
26/05/2020,20200382308
20/08/2019,20200382496
26/12/2019,20200379981
05/07/2019,20200382276
28/05/2019,20200380144
31/05/2019,20200380624
29/05/2019,20200382475
28/05/2019,20200382503
31/05/2019,20200382364
30/05/2019,20200382311
29/05/2019,20200380154
01/06/2020,20200380476
03/06/2019,20200380505
31/05/2019,20200380508
01/04/2020,20200380825
03/06/2019,20200382283
29/05/2019,20200382279
29/05/2020,20200382284
31/05/2019,20200382301
29/05/2019,20200382310
29/05/2019,20200382309
31/05/2019,20200379977
23/12/2019,20200379980
04/09/2019,20200380266
28/05/2019,20200380860
06/05/2020,20200380050
13/03/2020,20200379982
31/05/2019,20200380537
30/05/2019,20200382509
31/05/2019,20200382555
01/05/2020,20200380817
03/06/2019,20200379949
01/06/2020,20200380091
29/05/2019,20200380520
31/05/2019,20200380156
29/05/2019,20200379856
31/05/2019,20200380405
29/05/2020,20200380482
19/08/2020,20200380495
26/05/2020,20200377020
28/05/2020,20200380512
07/04/2020,20200380826
31/05/2019,20200382282
29/05/2019,20200382280
01/06/2019,20200382315
12/08/2019,20200382304
14/07/2020,20200382480
18/08/2014,10855801
20/07/2016,10853750
27/08/2019,10853059
29/08/2017,10850629
15/08/2017,10853883
28/03/2019,10853805
09/11/2017,10853592
25/04/2018,10853758
22/08/2018,10854550
29/12/2017,10853811
01/03/2018,10855445
07/03/2019,10853812
11/05/2018,10853772
24/04/2018,10855446
03/05/2018,10855448
01/06/2018,10855667
14/10/2015,10853886
31/07/2020,10850202
06/09/2018,10855475
10/09/2019,10855868
30/06/2017,20200374135
16/11/2017,20200371965
08/10/2018,20200372511
15/01/2019,20200374140
01/01/2019,20200372158
17/11/2017,20200372184
19/05/2020,20200372168
13/05/2020,20200372003
13/05/2020,20200371487
13/05/2020,20200372006
19/12/2018,20200372040
13/12/2019,20200372594
29/01/2020,20200372983
13/12/2019,20200372595
31/07/2020,20200372138
13/12/2019,20200372135
31/07/2020,20200372835
30/07/2020,20200372137
13/12/2019,20200372133
06/02/2019,20200371755
12/02/2019,20200368973
14/08/2020,20200372533
13/08/2020,20200374133
11/08/2020,20200374138
11/02/2019,20200374113
26/12/2019,20200372013
23/05/2019,20200372505
20/05/2020,20200372008
20/05/2020,20200372493
24/05/2019,20200374300
29/10/2019,20200374106
24/05/2019,20200374128
01/08/2019,20200374104
24/05/2019,20200374137
25/05/2019,20200374340
25/05/2019,20200374343
20/05/2019,20200374125
19/03/2020,20200374127
15/05/2020,20200374131
20/05/2020,20200374255
21/05/2020,20200374270
24/05/2019,20200374301
21/05/2020,20200372014
27/02/2020,20200372037
05/05/2020,20200372043
21/05/2019,20200372492
23/05/2019,20200372497
24/05/2019,20200372498
24/05/2019,20200372501
23/05/2019,20200372547
23/05/2019,20200372601
24/05/2019,20200371832
24/05/2019,20200371833
26/05/2020,20200368491
21/05/2019,20200372154
20/05/2019,20200372808
24/05/2019,20200369273
01/01/2019,10848401
11/07/2016,10848315
21/11/2017,10846281
28/10/2016,10846663
16/03/2018,10846664
26/03/2018,10848322
18/05/2017,10846328
15/11/2018,10848319
29/10/2018,10848561
16/04/2018,10848553
26/09/2019,10848382
08/01/2020,10848942
29/11/2018,10848549
28/09/2018,10846762
26/07/2019,10846808
28/11/2017,20200364647
11/06/2018,20200366463
17/10/2018,20200364715
31/07/2020,20200366469
17/01/2018,20200366748
18/01/2019,20200364075
03/08/2020,20200364084
26/11/2018,20200364788
18/01/2019,20200364102
17/11/2017,20200366479
31/07/2020,20200366502
31/10/2017,20200364701
08/12/2017,20200364812
11/12/2017,20200367060
13/12/2019,20200364732
29/01/2020,20200364207
25/04/2018,20200366495
28/12/2018,20200366493
06/02/2019,20200364037
19/08/2019,20200364373
26/12/2019,20200364212
14/05/2019,20200364813
16/05/2019,20200363777
07/05/2020,20200364183
17/05/2019,20200359703
15/05/2020,20200366480
17/12/2018,20200364705
05/05/2020,20200364699
11/05/2020,20200364735
13/05/2020,20200366471
02/10/2019,20200363870
17/05/2019,20200364205
17/05/2019,20200364188
17/05/2019,20200364187
31/07/2019,20200364456
15/05/2020,20200364686
19/05/2019,20200364680
13/05/2019,20200364682
14/05/2020,20200364817
14/05/2020,20200366489
14/05/2019,20200366950
03/08/2020,20200364708
18/05/2020,20200364703
14/05/2019,20200364709
14/05/2020,20200364720
17/05/2019,20200364358
26/12/2019,20200364273
18/05/2019,20200366473
05/08/2015,10841105
23/11/2016,10841082
28/03/2016,10839096
20/07/2017,10839379
30/08/2018,10839345
29/07/2018,10839020
27/02/2019,10839625
06/11/2018,10839386
16/05/2017,10838846
12/01/2016,10839378
26/07/2017,10841079
11/01/2019,10841372
02/12/2016,10841286
11/01/2019,20200358782
18/01/2019,20200358812
30/07/2020,20200357077
19/11/2018,20200355591
24/07/2020,20200357085
31/10/2018,20200356969
24/07/2020,20200357086
24/07/2020,20200357005
22/08/2017,20200356547
04/10/2018,20200358619
09/11/2018,20200356991
16/01/2018,20200358925
08/05/2020,20200357004
08/05/2019,20200358801
21/12/2018,20200356546
06/05/2019,20200356082
07/05/2019,20200358612
08/05/2020,20200356509
26/10/2019,20200358604
08/05/2020,20200353366
28/07/2020,20200357075
08/05/2020,20200357024
10/05/2019,20200358600
27/07/2020,20200358614
08/05/2020,20200358752
10/05/2019,20200356962
19/03/2020,20200356985
08/05/2020,20200358784
23/03/2020,20200358818
07/05/2019,20200356989
10/05/2019,20200358814
07/05/2020,20200356965
15/11/2019,20200353362
07/05/2019,20200357233
27/07/2020,20200358762
15/05/2020,20200356661
01/11/2018,20200357084
13/09/2016,10828556
24/05/2019,10831902
15/08/2016,10834238
15/09/2016,10832247
01/07/2019,10832521
11/05/2017,10833858
12/03/2019,10832210
12/06/2019,10832215
04/04/2017,10832230
19/09/2017,10831890
10/09/2018,10832310
20/12/2017,10833844
11/10/2017,10832241
24/05/2019,10832239
28/11/2017,10833861
02/12/2017,10831764
13/06/2018,10831530
30/07/2018,10832220
13/04/2018,10833864
30/04/2018,10833865
17/05/2018,10834095
12/12/2019,10833846
20/06/2018,10834062
20/06/2018,10832217
04/09/2019,10833960
01/05/2017,10832335
04/06/2020,10831452
01/12/2016,10833843
18/10/2019,20200351871
29/08/2018,20200351083
09/01/2019,20200349616
17/07/2020,20200349563
17/07/2020,20200351235
16/07/2020,20200349613
25/01/2019,20200349558
15/07/2020,20200349555
31/10/2018,20200349540
02/08/2018,20200351116
23/11/2018,20200349566
27/01/2020,20200349556
31/10/2019,20200349568
28/01/2020,20200349054
16/10/2019,20200351094
03/05/2019,20200349502
03/05/2019,20200349276
03/05/2019,20200349256
03/05/2019,20200351271
02/05/2019,20200351399
30/04/2019,20200349561
29/04/2020,20200346634
03/05/2019,20200349261
08/08/2019,20200349638
30/07/2019,20200349142
21/07/2020,20200349651
06/05/2020,20200348662
04/09/2019,20200348963
30/04/2020,20200349639
21/07/2020,20200349653
29/04/2020,20200349663
03/10/2019,20200351093
30/04/2019,20200351650
30/04/2019,20200351266
03/05/2019,20200351310
30/04/2019,20200351300
22/04/2020,20200349547
02/05/2019,20200349194
03/05/2019,20200349283
27/04/2020,20200349554
30/04/2019,20200349564
06/05/2019,20200349284
28/11/2018,20200351074
02/05/2019,20200351075
15/07/2020,20200351077
30/04/2019,20200351095
02/05/2019,20200349123
01/05/2020,20200349125
30/04/2020,20200349147
27/09/2018,10824762
17/03/2016,10825090
10/07/2017,10826805
12/03/2019,10826878
12/10/2017,10826888
28/06/2019,10826695
02/01/2019,10825066
08/02/2018,10824744
06/04/2018,10826987
12/12/2019,10824601
04/06/2020,10826684
26/03/2018,10826681
27/05/2020,10826945
28/06/2016,10826685
22/01/2018,10824759
20/09/2018,20200344043
31/10/2018,20200344511
07/08/2018,20200342448
23/04/2018,20200344064
25/03/2020,20200341951
19/12/2018,20200344240
31/10/2019,20200342092
24/01/2020,20200344070
14/07/2020,20200344069
20/06/2019,20200342451
21/08/2019,20200342531
26/04/2019,20200342127
29/04/2019,20200344237
29/04/2019,20200342136
24/04/2020,20200342965
17/10/2019,20200344061
23/09/2019,20200344042
26/04/2019,20200344074
25/04/2019,20200337382
30/01/2020,20200344233
15/07/2020,20200344290
13/07/2020,20200344251
24/04/2020,20200342452
28/04/2019,20200342546
26/04/2019,20200341834
26/04/2019,20200342381
17/05/2019,20200342507
13/07/2020,20200341971
29/04/2019,20200342479
29/04/2019,20200342528
29/04/2019,20200342529
29/04/2019,20200342530
29/04/2020,20200342539
16/04/2020,20200344044
23/04/2020,20200338438
21/04/2020,20200342424
13/07/2020,20200342456
26/04/2019,20200341947
24/04/2019,20200341702
09/07/2020,20200344111
14/11/2019,20200344132
26/04/2019,20200341801
25/04/2019,20200342132
24/04/2020,20200344046
30/10/2017,10817967
06/04/2017,10817081
28/12/2017,10819501
29/08/2018,10818122
22/08/2018,10818121
22/04/2019,10819509
18/10/2018,10817584
24/11/2017,10819684
14/05/2019,10814232
23/02/2018,10817829
13/05/2019,10819959
21/03/2018,10819722
28/09/2018,10817853
03/01/2020,10819522
18/11/2019,20200333931
30/06/2020,20200334090
17/05/2017,20200334746
21/11/2018,20200334668
15/11/2018,20200333757
09/01/2019,20200335181
22/11/2019,20200335442
06/12/2019,20200334378
11/05/2020,20200334667
24/01/2020,20200334057
02/07/2020,20200336769
08/04/2020,20200334995
30/06/2020,20200336297
16/04/2019,20200334677
17/04/2019,20200334114
17/04/2019,20200336483
03/07/2019,20200331620
16/04/2019,20200334708
19/04/2019,20200334032
17/04/2020,20200335184
28/05/2020,20200334382
16/04/2020,20200334110
16/04/2020,20200334212
22/04/2020,20200334379
18/04/2019,20200334685
22/04/2019,20200334930
20/04/2020,20200334630
17/04/2020,20200334752
16/04/2019,20200336318
19/04/2019,20200336294
22/08/2019,20200336295
18/04/2019,20200336358
17/04/2019,20200336542
18/04/2019,20200336601
15/04/2020,20200336907
08/04/2020,20200334229
18/04/2019,20200334204
30/10/2019,20200334358
17/04/2019,20200334669
20/04/2020,20200334674
21/04/2019,20200334653
19/04/2019,20200334738
18/04/2019,20200334773
21/12/2018,20200333151
10/10/2018,10810557
09/05/2016,10812274
22/07/2019,10811124
31/10/2018,10812492
18/12/2018,10810001
05/06/2019,10812490
05/03/2017,10810290
06/04/2018,10812270
01/12/2017,10810004
02/10/2017,10810546
31/10/2017,10812259
20/08/2018,10810325
19/09/2018,10812680
